epoch,val_total_grids,val_total_cells,val_grid_accuracy,val_cell_accuracy,val_copy_rate,val_change_recall,val_transformation_quality
0,64,14067,0.00000000,0.01599488,0.24528431,0.92768953,0.00693111
0,358,99238,0.00000000,0.70816623,0.28577555,0.58297286,0.16513756
1,358,99238,0.00000000,0.71553236,0.28142126,0.58812047,0.17186909
2,358,99238,0.00000000,0.71469598,0.28410321,0.58843200,0.17422484
3,358,99238,0.00000000,0.72151797,0.28863770,0.58263380,0.17668278
4,358,99238,0.00000000,0.72693928,0.28834972,0.58856810,0.17885711
5,358,99238,0.00000000,0.72670751,0.28875220,0.58618500,0.17979365
6,358,99238,0.00000000,0.72537738,0.28279763,0.58209217,0.17980753
7,358,99238,0.00000000,0.72316048,0.27922706,0.59200679,0.18239809
8,358,99238,0.00000000,0.72460146,0.28582718,0.59687047,0.17907821
9,358,99238,0.00000000,0.72664705,0.29084670,0.58339505,0.17881097
10,358,99238,0.00000000,0.72673774,0.28743584,0.58210988,0.17925722
11,358,99238,0.00000000,0.72422862,0.28843645,0.58292982,0.17780756
12,358,99238,0.00000000,0.72800742,0.28651655,0.59708758,0.18104829
13,358,99238,0.00000000,0.73338842,0.28545226,0.59468164,0.18504484
14,358,99238,0.00000000,0.72370463,0.28839618,0.58658066,0.17763815
15,358,99238,0.00000000,0.71848485,0.28625063,0.58666993,0.17596204
16,358,99238,0.00000000,0.72718112,0.28947450,0.59478878,0.17954478
17,358,99238,0.00000000,0.72622383,0.28930887,0.58793759,0.17981788
18,358,99238,0.00000000,0.70668494,0.28255215,0.58129201,0.16633448
19,358,99238,0.00000000,0.72282795,0.28565675,0.58292732,0.17888560
20,358,99238,0.00000000,0.72488361,0.28404435,0.59181445,0.18001256
21,358,99238,0.00000000,0.72264657,0.28551332,0.58485679,0.18043249
22,358,99238,0.00000000,0.72513553,0.28724685,0.58784965,0.17989748
23,358,99238,0.00000000,0.72367440,0.28690456,0.58675334,0.17919379
24,358,99238,0.00000000,0.72503476,0.29209599,0.58212586,0.17587479
25,358,99238,0.00000000,0.71440376,0.28438444,0.60760435,0.17655956
26,358,99238,0.00000000,0.72574014,0.29016823,0.58311389,0.17785618
27,358,99238,0.00000000,0.72278764,0.29080254,0.58106566,0.17582676
28,358,99238,0.00000000,0.72498438,0.29243915,0.58493348,0.17656476
29,358,99238,0.00000000,0.72520607,0.29189787,0.58844417,0.17811901
30,358,99238,0.00000000,0.72648582,0.28872923,0.60545250,0.18251421
31,358,99238,0.00000000,0.72516576,0.29108227,0.59467178,0.17720402
32,358,99238,0.00000000,0.71609666,0.29079319,0.58989649,0.17218094
33,358,99238,0.00000000,0.72810818,0.29044853,0.59130187,0.18075669
34,358,99238,0.00000000,0.72885387,0.29018290,0.59988291,0.18073455
35,358,99238,0.00000000,0.72647575,0.29183929,0.59265313,0.17759886
36,358,99238,0.00000000,0.72331163,0.29105338,0.59134355,0.17520119
37,358,99238,0.00000000,0.71990568,0.29026547,0.58281056,0.17270488
38,358,99238,0.00000000,0.71976461,0.29452944,0.58744849,0.17335926
39,358,99238,0.00000000,0.72511538,0.29098958,0.60068475,0.17707525
40,358,99238,0.00000000,0.71942200,0.28713929,0.60305759,0.17488259
41,358,99238,0.00000000,0.71844455,0.28737286,0.60179039,0.17584599
42,358,99238,0.00000000,0.71819263,0.28967524,0.60120204,0.17452673
43,358,99238,0.00000000,0.71967392,0.28807548,0.59357539,0.17464472
44,358,99238,0.00000000,0.71758802,0.28504792,0.59769487,0.17514098
45,358,99238,0.00000000,0.71715472,0.28683512,0.59195701,0.17309038
46,358,99238,0.00000000,0.71947238,0.28836789,0.59099892,0.17441493
47,358,99238,0.00000000,0.71974445,0.28671803,0.59899063,0.17519093
48,358,99238,0.00000000,0.71787017,0.28306981,0.60593747,0.17635413
49,358,99238,0.00000000,0.72570991,0.28941505,0.60030541,0.17808076
50,358,99238,0.00000000,0.71918015,0.28633422,0.59121571,0.17610552
51,358,99238,0.00000000,0.72204196,0.29081345,0.59248711,0.17493753
52,358,99238,0.00000000,0.72211250,0.29372375,0.59507963,0.17357348
53,358,99238,0.00000000,0.72123582,0.29427248,0.58930732,0.17283568
54,358,99238,0.00000000,0.72373486,0.28801026,0.58912782,0.17626386
55,358,99238,0.00000000,0.72080252,0.29358051,0.58747030,0.17034903
56,358,99238,0.00000000,0.72668736,0.29461683,0.59530985,0.17618249
57,358,99238,0.00000000,0.72471231,0.29499795,0.58256977,0.17251975
58,358,99238,0.00000000,0.72581068,0.29517616,0.58678563,0.17252646
59,358,99238,0.00000000,0.72643544,0.29502738,0.58622508,0.17298736
60,358,99238,0.00000000,0.72353332,0.29425304,0.58565700,0.17163443
61,358,99238,0.00000000,0.72187065,0.28691697,0.59420527,0.17502942
62,358,99238,0.00000000,0.72308995,0.29037939,0.60023511,0.17546694
63,358,99238,0.00000000,0.72408755,0.29473058,0.58392539,0.17410574
64,358,99238,0.00000000,0.72428908,0.29347446,0.58969915,0.17347852
65,358,99238,0.00000000,0.72293879,0.29335976,0.58501290,0.17183580
66,358,99238,0.00000000,0.71925069,0.29217894,0.58636166,0.16975669
67,358,99238,0.00000000,0.72770511,0.28992635,0.59271549,0.17518860
68,358,99238,0.00000000,0.72730204,0.29373856,0.58728814,0.17441164
69,358,99238,0.00000000,0.72379532,0.29263657,0.58789977,0.17203995
70,358,99238,0.00000000,0.72443016,0.29334491,0.58696911,0.17216289
71,358,99238,0.00000000,0.72404724,0.29239671,0.59021819,0.17296253
72,358,99238,0.00000000,0.72474254,0.29341166,0.58870229,0.17065241
73,358,99238,0.00000000,0.72668736,0.29141807,0.59031286,0.17561798
74,358,99238,0.00000000,0.72127612,0.29276873,0.59504225,0.17230175
75,358,99238,0.00000000,0.71999637,0.29646225,0.57788434,0.17012518
76,358,99238,0.00000000,0.72341240,0.29368753,0.58373550,0.17282637
77,358,99238,0.00000000,0.72107459,0.29455019,0.58102422,0.17091960
78,358,99238,0.00000000,0.71515952,0.29473048,0.59395655,0.16813774
79,358,99238,0.00000000,0.71204579,0.28860626,0.59718503,0.16956167
80,358,99238,0.00000000,0.71854532,0.29534411,0.58581611,0.16729247
81,358,99238,0.00000000,0.72435962,0.29348062,0.59177215,0.17392293
82,358,99238,0.00000000,0.72197142,0.29019172,0.59170193,0.17339477
83,358,99238,0.00000000,0.72345271,0.29103917,0.58879901,0.17308415
84,358,99238,0.00000000,0.71472621,0.29071162,0.59394699,0.16830720
85,358,99238,0.00000000,0.72949878,0.29888034,0.57017114,0.17021169
86,358,99238,0.00000000,0.72032891,0.29181189,0.58665847,0.16968935
87,358,99238,0.00000000,0.72499446,0.29616695,0.58609198,0.17232104
88,358,99238,0.00000000,0.71938169,0.29250356,0.58610770,0.16978589
89,358,99238,0.00000000,0.72167920,0.29416190,0.58451255,0.17004841
90,358,99238,0.00000000,0.71586489,0.28595300,0.61287170,0.17532592
91,358,99238,0.00000000,0.72179004,0.29208425,0.59617872,0.17545208
92,358,99238,0.00000000,0.72408755,0.29283291,0.58942720,0.17395229
93,358,99238,0.00000000,0.71701364,0.28922875,0.59645615,0.17144472
94,358,99238,0.00000000,0.71787017,0.29091910,0.59159444,0.17088439
95,358,99238,0.00000000,0.71636873,0.29118757,0.58884738,0.17024199
96,358,99238,0.00000000,0.71979484,0.29391507,0.58971085,0.17112201
97,358,99238,0.00000000,0.71758802,0.29823040,0.57893642,0.16460199
98,358,99238,0.00000000,0.71821278,0.29182700,0.58211028,0.17020848
99,358,99238,0.00000000,0.72067152,0.29093542,0.58614210,0.17021367
