epoch,val_grid_accuracy,val_cell_accuracy,val_copy_rate,val_change_recall,val_transformation_quality
0,0.00000000,0.03277174,0.01924973,0.95005375,0.01846816
0,0.00000000,0.71547190,0.29684781,0.57391572,0.16605712
1,0.00000000,0.72146758,0.29594069,0.56875382,0.16948728
2,0.00000000,0.72022814,0.29124212,0.57298971,0.17168219
3,0.00000000,0.72560914,0.29454785,0.58970473,0.17676088
4,0.00000000,0.72479292,0.29941793,0.56346585,0.17097658
5,0.00000000,0.72433947,0.29881422,0.56339846,0.17151883
6,0.00000000,0.72049013,0.28703812,0.59330780,0.17733355
7,0.00000000,0.73009331,0.29617470,0.57892155,0.17676379
8,0.00000000,0.71844455,0.29598521,0.55974747,0.16631424
9,0.00000000,0.72752373,0.29624875,0.57131800,0.17481738
10,0.00000000,0.72728189,0.29478347,0.57490515,0.17525555
11,0.00000000,0.72410770,0.29810510,0.56471637,0.17091944
12,0.00000000,0.73067776,0.29730164,0.58068528,0.17813256
13,0.00000000,0.72551845,0.29420253,0.57458757,0.17514895
14,0.00000000,0.72890425,0.29752357,0.57156737,0.17451382
15,0.00000000,0.73058707,0.30028539,0.57453900,0.17513593
16,0.00000000,0.73016385,0.29630836,0.57788763,0.17641781
17,0.00000000,0.72953909,0.29803284,0.57071367,0.17527747
18,0.00000000,0.72278764,0.29660830,0.57113381,0.17235468
19,0.00000000,0.72382555,0.29253034,0.57570380,0.17602499
20,0.00000000,0.71524013,0.29721917,0.56536296,0.16727096
21,0.00000000,0.72328140,0.29403662,0.56699464,0.17362381
22,0.00000000,0.72335194,0.29800130,0.56508272,0.17202480
23,0.00000000,0.72392632,0.29613238,0.56532780,0.17202784
24,0.00000000,0.72336202,0.29591687,0.58034405,0.17383948
25,0.00000000,0.72255588,0.29807796,0.56775978,0.17172295
26,0.00000000,0.72367440,0.29599078,0.56797259,0.17221328
27,0.00000000,0.72385578,0.29879344,0.55475701,0.17170586
28,0.00000000,0.72673774,0.29796466,0.56286823,0.17162728
29,0.00000000,0.72721135,0.29662180,0.56798979,0.17284770
30,0.00000000,0.70754147,0.29560531,0.56028604,0.16633545
31,0.00000000,0.71405107,0.29218704,0.57823831,0.17029382
32,0.00000000,0.72401701,0.29870287,0.56979227,0.17341261
33,0.00000000,0.72820895,0.29682885,0.57072899,0.17385810
34,0.00000000,0.72628429,0.29837159,0.56082835,0.17214503
35,0.00000000,0.72630444,0.29879988,0.55880530,0.17184475
36,0.00000000,0.71506882,0.29555367,0.56650901,0.16744830
37,0.00000000,0.71965376,0.29976412,0.56454582,0.16925899
38,0.00000000,0.72928717,0.29454973,0.58876733,0.17829397
39,0.00000000,0.72655636,0.29981023,0.56068090,0.17160496
40,0.00000000,0.72357363,0.29862368,0.55909801,0.17136017
41,0.00000000,0.72505492,0.29753505,0.56083525,0.17198811
42,0.00000000,0.71443399,0.30046603,0.55234716,0.16640099
43,0.00000000,0.72983131,0.30204895,0.56833685,0.17264664
44,0.00000000,0.72288841,0.29203088,0.58026426,0.17413317
45,0.00000000,0.72414801,0.29684904,0.57750905,0.17459078
46,0.00000000,0.72435962,0.29658908,0.56362880,0.17424125
47,0.00000000,0.72425885,0.29711660,0.56605772,0.17288588
48,0.00000000,0.71282170,0.29146300,0.56371734,0.16806800
49,0.00000000,0.72795703,0.29588514,0.57214389,0.17424264
50,0.00000000,0.72318064,0.29744580,0.56287473,0.17131497
51,0.00000000,0.72306979,0.29465458,0.56768048,0.17250813
52,0.00000000,0.72394647,0.29502083,0.57368233,0.17364835
53,0.00000000,0.71901892,0.29584870,0.56399468,0.16961741
54,0.00000000,0.72288841,0.29031578,0.57575061,0.17422733
55,0.00000000,0.71842439,0.30144981,0.56964746,0.16828698
56,0.00000000,0.72051029,0.29261210,0.56371342,0.17343852
57,0.00000000,0.72134666,0.29895721,0.55502534,0.16840706
58,0.00000000,0.71910962,0.29321352,0.56982156,0.17285306
59,0.00000000,0.72151797,0.29218959,0.57045469,0.17317098
60,0.00000000,0.72172958,0.28472752,0.59365433,0.17629171
61,0.00000000,0.71924061,0.28728054,0.59689171,0.17518461
62,0.00000000,0.71417199,0.29137188,0.56939830,0.16707454
63,0.00000000,0.72368448,0.29335271,0.57507532,0.17329638
64,0.00000000,0.72109474,0.29237169,0.57170100,0.17156348
65,0.00000000,0.72136682,0.29220482,0.57027316,0.17127820
66,0.00000000,0.71590520,0.28855114,0.58669133,0.17314242
67,0.00000000,0.71453475,0.29464594,0.57577807,0.16859992
68,0.00000000,0.71909954,0.28994788,0.58858083,0.17518921
69,0.00000000,0.71868639,0.29389569,0.57426262,0.17330931
70,0.00000000,0.72133658,0.29226863,0.57473272,0.17281246
71,0.00000000,0.71941192,0.29282815,0.57143850,0.17187564
72,0.00000000,0.71825309,0.29497962,0.57657765,0.17265694
73,0.00000000,0.72271710,0.29281024,0.58458735,0.17644818
74,0.00000000,0.71318447,0.29588503,0.56667360,0.16641582
75,0.00000000,0.71542151,0.29498705,0.56574048,0.16884064
76,0.00000000,0.71726556,0.29470173,0.57182368,0.17019940
77,0.00000000,0.71619742,0.29457659,0.56781918,0.16952502
78,0.00000000,0.71255970,0.28994992,0.58867924,0.17236277
79,0.00000000,0.72652613,0.29506023,0.58209592,0.17571410
80,0.00000000,0.72349302,0.29049474,0.58513997,0.17769313
