epoch,lr-Adam,step,train_loss_epoch,train_loss_step,val_cell_accuracy,val_change_recall,val_copy_rate,val_grid_accuracy,val_loss,val_transformation_quality
,,0,,,0.0,0.0,0.0,0.0,,0.0
,0.0018498849832733245,0,,,,,,,,
0,,9,,4.038588523864746,,,,,,
0,,19,,2.508047342300415,,,,,,
0,,29,,1.3555055856704712,,,,,,
0,,39,,1.3340824842453003,,,,,,
0,,49,,1.2604303359985352,,,,,,
0,,59,,1.1713175773620605,,,,,,
0,,69,,1.2585197687149048,,,,,,
0,,79,,1.0577380657196045,,,,,,
0,,89,,0.7812159657478333,,,,,,
0,,99,,0.8408098816871643,,,,,,
0,,109,,0.8795729875564575,,,,,,
0,,119,,0.8248268365859985,,,,,,
0,,129,,0.7911145091056824,,,,,,
0,,139,,1.1060765981674194,,,,,,
0,,149,,0.7389821410179138,,,,,,
0,,159,,0.8455904126167297,,,,,,
0,,169,,0.791016697883606,,,,,,
0,,179,,1.0268363952636719,,,,,,
0,,189,,1.0094993114471436,,,,,,
0,,199,,0.8643316626548767,,,,,,
0,,209,,0.8709269165992737,,,,,,
0,,219,,0.8079176545143127,,,,,,
0,,229,,1.1120325326919556,,,,,,
0,,239,,0.882827877998352,,,,,,
0,,249,,0.7968180179595947,,,,,,
0,,259,,0.9819517731666565,,,,,,
0,,269,,1.0590100288391113,,,,,,
0,,279,,0.8874269723892212,,,,,,
0,,289,,0.8680167198181152,,,,,,
0,,299,,0.9992919564247131,,,,,,
0,,309,,0.7497133612632751,,,,,,
0,,319,,0.5741459131240845,,,,,,
0,,329,,0.8871744275093079,,,,,,
0,,339,,0.7917715907096863,,,,,,
0,,349,,0.625095009803772,,,,,,
0,,359,,0.9792852997779846,,,,,,
0,,369,,0.913309633731842,,,,,,
0,,379,,0.8369128704071045,,,,,,
0,,389,,1.0159752368927002,,,,,,
0,,399,,0.8537956476211548,,,,,,
0,,409,,0.872504711151123,,,,,,
0,,419,,0.7758654356002808,,,,,,
0,,429,,0.683493971824646,,,,,,
0,,439,,0.9156287908554077,,,,,,
0,,449,,0.9119129776954651,,,,,,
0,,459,,0.7766980528831482,,,,,,
0,,469,,1.0822244882583618,,,,,,
0,,479,,1.0740851163864136,,,,,,
0,,489,,0.9396595358848572,,,,,,
0,,499,,0.7038520574569702,,,,,,
0,,509,,0.7289981842041016,,,,,,
0,,519,,0.855535089969635,,,,,,
0,,529,,0.6478299498558044,,,,,,
0,,539,,0.9992321729660034,,,,,,
0,,549,,0.6926419138908386,,,,,,
0,,559,,0.7505588531494141,,,,,,
0,,569,,0.6458775997161865,,,,,,
0,,579,,0.7088686227798462,,,,,,
0,,589,,0.5725997686386108,,,,,,
0,,599,,0.7621945142745972,,,,,,
0,,609,,0.9635468125343323,,,,,,
0,,619,,0.7944012880325317,,,,,,
0,,629,,0.8669236302375793,,,,,,
0,,639,,0.8638433814048767,,,,,,
0,,649,,0.7833131551742554,,,,,,
0,,659,,0.7706810832023621,,,,,,
0,,669,,0.7966659665107727,,,,,,
0,,679,,0.8243145942687988,,,,,,
0,,689,,0.813926637172699,,,,,,
0,,699,,0.6519106030464172,,,,,,
0,,709,,0.6489118337631226,,,,,,
0,,719,,0.9104080200195312,,,,,,
0,,729,,0.5101198554039001,,,,,,
0,,739,,0.6964975595474243,,,,,,
0,,749,,0.6691207885742188,,,,,,
0,,759,,0.8231315016746521,,,,,,
0,,769,,0.7465166449546814,,,,,,
0,,779,,0.7967418432235718,,,,,,
0,,789,,0.9870792627334595,,,,,,
0,,799,,0.7187795639038086,,,,,,
0,,809,,0.6441338062286377,,,,,,
0,,819,,0.9586279988288879,,,,,,
0,,829,,0.786005973815918,,,,,,
0,,839,,0.8731992244720459,,,,,,
0,,849,,0.6643357872962952,,,,,,
0,,859,,0.7622098922729492,,,,,,
0,,869,,0.8579016327857971,,,,,,
0,,879,,0.8925760388374329,,,,,,
0,,889,,0.8118242025375366,,,,,,
0,,899,,0.8851750493049622,,,,,,
0,,909,,0.7227361798286438,,,,,,
0,,919,,0.8300689458847046,,,,,,
0,,929,,0.6227861642837524,,,,,,
0,,939,,0.7464873194694519,,,,,,
0,,949,,0.7005281448364258,,,,,,
0,,959,,0.7698129415512085,,,,,,
0,,969,,0.6294078826904297,,,,,,
0,,979,,0.7293522953987122,,,,,,
0,,989,,0.8272807598114014,,,,,,
0,,999,,0.9350700378417969,,,,,,
0,,1009,,0.9505873918533325,,,,,,
0,,1019,,0.7668361067771912,,,,,,
0,,1029,,0.6256806254386902,,,,,,
0,,1039,,0.7192480564117432,,,,,,
0,,1049,,0.6707727909088135,,,,,,
0,,1059,,0.673717200756073,,,,,,
0,,1069,,0.7320443987846375,,,,,,
0,,1079,,0.710166871547699,,,,,,
0,,1089,,0.6460214257240295,,,,,,
0,,1099,,0.7239715456962585,,,,,,
0,,1109,,0.7147934436798096,,,,,,
0,,1119,,0.7519716620445251,,,,,,
0,,1129,,0.8893548846244812,,,,,,
0,,1139,,0.7772645950317383,,,,,,
0,,1149,,0.7163737416267395,,,,,,
0,,1159,,0.8829187154769897,,,,,,
0,,1169,,0.8577952980995178,,,,,,
0,,1179,,0.9427574276924133,,,,,,
0,,1189,,0.8593143820762634,,,,,,
0,,1199,,0.8820106387138367,,,,,,
0,,1209,,0.6786819100379944,,,,,,
0,,1219,,0.6594128012657166,,,,,,
0,,1229,,0.7834571003913879,,,,,,
0,,1239,,0.7266656160354614,,,,,,
0,,1249,,0.832278847694397,,,,,,
0,,1259,,0.6967993378639221,,,,,,
0,,1269,,0.9223203063011169,,,,,,
0,,1279,,0.8022474646568298,,,,,,
0,,1289,,0.9307975769042969,,,,,,
