epoch,lr-Adam,step,train_loss_epoch,train_loss_step,val_cell_accuracy,val_change_recall,val_copy_rate,val_grid_accuracy,val_loss,val_transformation_f1
,0.0018498849832733245,0,,,,,,,,
0,,9,,1.4513068199157715,,,,,,
0,,19,,1.0978766679763794,,,,,,
0,,29,,1.4208749532699585,,,,,,
0,,39,,1.1334142684936523,,,,,,
0,,49,,0.8877902030944824,,,,,,
0,,59,,0.9113665819168091,,,,,,
0,,69,,0.9810034036636353,,,,,,
0,,79,,0.8761955499649048,,,,,,
0,,89,,0.8632674217224121,,,,,,
0,,99,,0.914167046546936,,,,,,
0,,100,,,0.7154220342636108,0.5749672055244446,0.2955624759197235,0.0,0.8914798498153687,0.2567991614341736
0,,100,1.1325552463531494,,,,,,,
,0.0017260788365087466,101,,,,,,,,
1,,109,,0.7562382221221924,,,,,,
1,,119,,0.843865156173706,,,,,,
1,,129,,0.8412582874298096,,,,,,
1,,139,,0.8750950694084167,,,,,,
1,,149,,0.9116466641426086,,,,,,
1,,159,,0.6954843401908875,,,,,,
1,,169,,0.8333977460861206,,,,,,
1,,179,,0.5233750939369202,,,,,,
1,,189,,0.742490291595459,,,,,,
1,,199,,0.7714983820915222,,,,,,
1,,201,,,0.7171351909637451,0.5637442469596863,0.2974858283996582,0.0,0.8907950520515442,0.25523295998573303
1,,201,0.8550379276275635,,,,,,,
,0.0013878341532585902,202,,,,,,,,
2,,209,,0.7504960298538208,,,,,,
2,,219,,0.6193420886993408,,,,,,
2,,229,,0.682384192943573,,,,,,
2,,239,,0.761195182800293,,,,,,
2,,249,,0.8065595626831055,,,,,,
2,,259,,0.7990618944168091,,,,,,
2,,269,,0.7239140272140503,,,,,,
2,,279,,0.7357630133628845,,,,,,
2,,289,,0.8581234812736511,,,,,,
2,,299,,0.7506353259086609,,,,,,
2,,302,,,0.7175291180610657,0.5742579698562622,0.29019594192504883,0.0,0.8399247527122498,0.26105764508247375
2,,302,0.8081808090209961,,,,,,,
,0.0009257833232438556,303,,,,,,,,
3,,309,,0.7919924855232239,,,,,,
3,,319,,0.9063016772270203,,,,,,
3,,329,,0.6844257116317749,,,,,,
3,,339,,1.1074862480163574,,,,,,
3,,349,,0.6745287179946899,,,,,,
3,,359,,0.8424784541130066,,,,,,
3,,369,,1.109222412109375,,,,,,
3,,379,,0.580342710018158,,,,,,
3,,389,,0.7546875476837158,,,,,,
3,,399,,0.7385143041610718,,,,,,
3,,403,,,0.727493941783905,0.5669493079185486,0.29741138219833374,0.0,0.8120896220207214,0.25895169377326965
3,,403,0.7895764112472534,,,,,,,
,0.0004637324932291214,404,,,,,,,,
4,,409,,0.9945266842842102,,,,,,
4,,419,,0.6380430459976196,,,,,,
4,,429,,0.6069211959838867,,,,,,
4,,439,,0.7890740036964417,,,,,,
4,,449,,0.7805466651916504,,,,,,
4,,459,,0.5795300602912903,,,,,,
4,,469,,0.95778489112854,,,,,,
4,,479,,0.6224225163459778,,,,,,
4,,489,,0.8086594939231873,,,,,,
4,,499,,0.7912448644638062,,,,,,
4,,504,,,0.7287774085998535,0.5578084588050842,0.2990606129169464,0.0,0.7932949066162109,0.25633034110069275
4,,504,0.7698685526847839,,,,,,,
,0.0001254878099789647,505,,,,,,,,
5,,509,,1.0406229496002197,,,,,,
5,,519,,0.8095278739929199,,,,,,
5,,529,,0.6506763100624084,,,,,,
5,,539,,0.8086209297180176,,,,,,
5,,549,,1.1416876316070557,,,,,,
5,,559,,0.6761054396629333,,,,,,
5,,569,,0.8758261799812317,,,,,,
5,,579,,0.7270165085792542,,,,,,
5,,589,,0.6744882464408875,,,,,,
5,,599,,0.768367350101471,,,,,,
5,,605,,,0.7282642126083374,0.559234082698822,0.299496591091156,0.0,0.7882949709892273,0.2553679049015045
5,,605,0.7519084215164185,,,,,,,
,0.0018498849832733245,606,,,,,,,,
6,,609,,0.5599803924560547,,,,,,
6,,619,,0.7882753014564514,,,,,,
6,,629,,0.6489443182945251,,,,,,
6,,639,,0.961468517780304,,,,,,
6,,649,,0.8100506663322449,,,,,,
6,,659,,0.7489022016525269,,,,,,
6,,669,,0.705722987651825,,,,,,
6,,679,,0.7133682370185852,,,,,,
6,,689,,1.0239012241363525,,,,,,
