epoch,val_grid_accuracy,val_cell_accuracy,val_copy_rate,val_change_recall,val_transformation_quality
0,0.00000000,0.84616478,0.19943314,0.68182894,0.23814734
0,0.00279330,0.90078397,0.34135494,0.63623644,0.25718797
1,0.00279330,0.90186219,0.32865323,0.65825830,0.26693013
2,0.00279330,0.90110643,0.32582653,0.66465559,0.26801254
3,0.00279330,0.90240634,0.32761556,0.66924267,0.26913153
4,0.00279330,0.90128781,0.32748849,0.66187782,0.26741945
5,0.00279330,0.90145912,0.32518973,0.66830380,0.26907520
6,0.00279330,0.89863762,0.31875249,0.66911812,0.26987731
7,0.00279330,0.89623934,0.32116751,0.66080530,0.26646050
8,0.00279330,0.89774078,0.32424451,0.67304991,0.26639550
9,0.00279330,0.89918177,0.32246202,0.66438948,0.26732965
10,0.00279330,0.89811363,0.32513550,0.66375458,0.26586757
11,0.00279330,0.89829501,0.32187934,0.67224979,0.26774652
12,0.00000000,0.89376045,0.31007991,0.68736350,0.27181624
13,0.00279330,0.89563474,0.31821125,0.68004987,0.26938956
14,0.00279330,0.89583627,0.31741595,0.67525665,0.26978137
15,0.00279330,0.89420383,0.32066204,0.66547937,0.26598706
16,0.00279330,0.89480844,0.32270167,0.66346168,0.26396493
17,0.00279330,0.89483867,0.32358116,0.66222156,0.26377309
18,0.00279330,0.89247063,0.32645851,0.64690490,0.25855359
19,0.00279330,0.89000181,0.31715929,0.66727951,0.26372450
20,0.00279330,0.89145287,0.31962954,0.66603886,0.26288850
21,0.00279330,0.89089865,0.32497577,0.65602355,0.25940196
22,0.00279330,0.89055604,0.32256691,0.65851253,0.26034818
23,0.00279330,0.89078780,0.32241125,0.65666460,0.26106843
24,0.00279330,0.88762369,0.31684542,0.66423914,0.26117941
25,0.00000000,0.88808722,0.31704867,0.66654233,0.26222555
26,0.00279330,0.88759346,0.31300056,0.67119413,0.26507229
27,0.00279330,0.88816784,0.32299926,0.65333067,0.25677782
28,0.00279330,0.88684778,0.31995593,0.65540185,0.25808366
29,0.00279330,0.88602148,0.31893469,0.65932476,0.25878460
30,0.00000000,0.88463089,0.31903583,0.66111922,0.25735017
31,0.00279330,0.88540680,0.31887544,0.66152899,0.25802484
32,0.00000000,0.88466112,0.31916094,0.66955284,0.25908835
33,0.00000000,0.88396582,0.32090153,0.65623424,0.25497189
34,0.00000000,0.88236361,0.31749231,0.66396567,0.25611340
35,0.00000000,0.88332091,0.31937118,0.65958834,0.25613303
36,0.00000000,0.87884681,0.31287916,0.67220003,0.25650950
37,0.00000000,0.88507427,0.32289347,0.65610100,0.25377899
38,0.00279330,0.88142647,0.32094574,0.65023390,0.25278792
39,0.00000000,0.88066063,0.32049599,0.64793973,0.25094768
40,0.00279330,0.88078156,0.31996121,0.65338980,0.25367577
41,0.00279330,0.88017695,0.31977251,0.65419252,0.25237748
42,0.00279330,0.88007618,0.31792559,0.66502551,0.25365761
43,0.00279330,0.87838328,0.32821634,0.63178352,0.24396459
44,0.00279330,0.88214192,0.32153713,0.65818614,0.25352163
45,0.00000000,0.87871581,0.31503429,0.66407795,0.25413507
46,0.00000000,0.87815151,0.31893002,0.65647958,0.25122939
47,0.00000000,0.87873597,0.31822111,0.65640787,0.25228209
48,0.00279330,0.87510833,0.31796463,0.64497156,0.24796728
49,0.00279330,0.87827244,0.32219040,0.64587047,0.24881597
50,0.00000000,0.87724460,0.31886301,0.64822275,0.25105246
51,0.00000000,0.87706322,0.31635841,0.65330202,0.25087704
52,0.00000000,0.87568270,0.31844077,0.64714766,0.24899418
53,0.00000000,0.87588424,0.31783479,0.64756412,0.24957802
54,0.00000000,0.87520909,0.32778545,0.61855829,0.24110371
55,0.00000000,0.87701284,0.32187554,0.64068388,0.24848761
56,0.00000000,0.87586408,0.31943023,0.64551083,0.24765223
57,0.00000000,0.87470525,0.31897787,0.64329321,0.24668742
58,0.00000000,0.87489671,0.31941966,0.64264554,0.24663711
59,0.00000000,0.87403011,0.31939440,0.64398069,0.24587364
60,0.00000000,0.87422157,0.31489700,0.65301502,0.24835770
61,0.00000000,0.87039239,0.32079155,0.65359492,0.24330627
62,0.00000000,0.87232713,0.31846513,0.64799188,0.24651831
63,0.00000000,0.87273020,0.31909844,0.64189338,0.24599588
64,0.00000000,0.87391926,0.32028279,0.63873986,0.24454406
65,0.00000000,0.87333481,0.31901457,0.64079056,0.24513822
66,0.00000000,0.87181322,0.32332853,0.62981915,0.24299540
67,0.00000000,0.87319374,0.32070266,0.64742690,0.24455908
68,0.00279330,0.87184345,0.31787162,0.65021939,0.24547501
69,0.00000000,0.87157137,0.32039546,0.64086377,0.24393705
70,0.00000000,0.87188375,0.32126358,0.64088787,0.24407456
71,0.00000000,0.87120861,0.32095590,0.63935457,0.24376370
72,0.00000000,0.86946533,0.32011780,0.64554244,0.24249520
73,0.00000000,0.86935448,0.31821656,0.64358039,0.24302578
74,0.00558659,0.86879018,0.31705799,0.64821280,0.24578101
75,0.00000000,0.87050323,0.32038523,0.63996128,0.24271290
76,0.00279330,0.86937463,0.31950753,0.64166282,0.24309751
77,0.00000000,0.86997924,0.32035863,0.63840172,0.24232641
78,0.00000000,0.86744997,0.32263999,0.63379376,0.23919289
79,0.00000000,0.86917310,0.31496106,0.65335913,0.24351172
80,0.00000000,0.87006993,0.31706808,0.64547035,0.24218125
81,0.00000000,0.86804450,0.31568282,0.64612439,0.24462646
82,0.00000000,0.86986840,0.31980786,0.64031587,0.24440399
83,0.00000000,0.86948548,0.31886667,0.63985400,0.24329009
84,0.00000000,0.86672444,0.31776787,0.64135100,0.23949986
85,0.00000000,0.86665390,0.32161789,0.63305974,0.24055896
86,0.00000000,0.86955602,0.31949483,0.64425656,0.24220681
87,0.00000000,0.86793365,0.32177666,0.63163892,0.23913689
88,0.00279330,0.86874987,0.31865087,0.63730663,0.24229166
89,0.00279330,0.86802435,0.31843964,0.63605930,0.24175011
90,0.00000000,0.86699651,0.31938844,0.64135174,0.23882429
91,0.00000000,0.86648260,0.31766455,0.64344560,0.24011063
92,0.00000000,0.86661360,0.31568940,0.64914352,0.24327046
93,0.00000000,0.86565630,0.31532733,0.64425090,0.24170132
94,0.00000000,0.86739958,0.31816614,0.63574819,0.23895741
95,0.00000000,0.86728874,0.31880149,0.63644978,0.23916179
96,0.00279330,0.86500131,0.32213417,0.63518832,0.23581933
97,0.00000000,0.86652290,0.31676217,0.64257081,0.24092940
98,0.00000000,0.86673452,0.31995243,0.63792481,0.24045239
99,0.00000000,0.86813519,0.31936789,0.63681672,0.23960013
