epoch,val_total_grids,val_total_cells,val_grid_accuracy,val_cell_accuracy,val_copy_rate,val_change_recall,val_transformation_quality
0,64,14067,0.00000000,0.13848013,0.03724846,0.91482170,0.06116896
0,358,99238,0.00000000,0.72653621,0.28765504,0.59783372,0.18197309
1,358,99238,0.00000000,0.72404724,0.29092562,0.58827288,0.17774481
2,358,99238,0.00000000,0.72214273,0.29041435,0.57996725,0.17634572
3,358,99238,0.00000000,0.72739273,0.29681798,0.57909623,0.17597291
4,358,99238,0.00000000,0.72350309,0.30394215,0.55952711,0.16819514
5,358,99238,0.00000000,0.72361394,0.30726500,0.55120586,0.16679452
6,358,99238,0.00000000,0.72757411,0.29480589,0.58819956,0.17651242
7,358,99238,0.00000000,0.73329773,0.29947782,0.58183890,0.17809827
8,358,99238,0.00000000,0.71890808,0.29608088,0.58107424,0.17268706
9,358,99238,0.00000000,0.72655636,0.30578970,0.55083074,0.16951424
10,358,99238,0.00000000,0.72676797,0.30478791,0.55879331,0.16945602
11,358,99238,0.00000000,0.72462162,0.30474165,0.55745165,0.17005279
12,358,99238,0.00000000,0.71659042,0.30049550,0.57434812,0.16676436
13,358,99238,0.00000000,0.72346279,0.29699448,0.58263701,0.17479401
14,358,99238,0.00000000,0.72512546,0.29919590,0.56363584,0.17094144
15,358,99238,0.00000000,0.72760435,0.29568247,0.57511945,0.17586036
16,358,99238,0.00000000,0.72984139,0.29708333,0.57530641,0.17637828
17,358,99238,0.00000000,0.72775550,0.29971677,0.56194487,0.17290857
18,358,99238,0.00000000,0.71922046,0.29807831,0.58163893,0.16876712
19,358,99238,0.00000000,0.71893831,0.29652000,0.57219486,0.16899959
20,358,99238,0.00000000,0.71785002,0.29965557,0.56644759,0.16631627
21,358,99238,0.00000000,0.72428908,0.30110993,0.56868120,0.17182672
22,358,99238,0.00000000,0.72760435,0.29989410,0.57717747,0.17438376
23,358,99238,0.00000000,0.72689897,0.29952358,0.57561904,0.17377883
24,358,99238,0.00000000,0.71223725,0.29763846,0.57894017,0.16891875
25,358,99238,0.00000000,0.72422862,0.29760913,0.57464695,0.16977187
26,358,99238,0.00000000,0.72369455,0.29111761,0.58830059,0.17781513
27,358,99238,0.00000000,0.72153812,0.29572736,0.57529533,0.17202619
28,358,99238,0.00000000,0.72297910,0.30069686,0.56582500,0.17001284
29,358,99238,0.00000000,0.72611298,0.30083983,0.56931008,0.17158129
30,358,99238,0.00000000,0.72163889,0.30272327,0.55499232,0.16748338
31,358,99238,0.00000000,0.71344646,0.30154891,0.55558163,0.16323145
32,358,99238,0.00000000,0.72105443,0.30034883,0.55975476,0.16933909
33,358,99238,0.00000000,0.72233419,0.30282985,0.55365330,0.16859247
34,358,99238,0.00000000,0.72507507,0.30217961,0.56510741,0.16951533
35,358,99238,0.00000000,0.72278764,0.30350248,0.56030755,0.16808741
36,358,99238,0.00000000,0.71812209,0.30362655,0.56232700,0.16570190
37,358,99238,0.00000000,0.72667728,0.29685927,0.58929495,0.17482052
38,358,99238,0.00000000,0.71911969,0.29702287,0.56934249,0.16974421
39,358,99238,0.00000000,0.72218303,0.30435694,0.55682704,0.16715819
40,358,99238,0.00000000,0.72556883,0.30260302,0.56487102,0.16973239
41,358,99238,0.00000000,0.72418831,0.30463487,0.55822827,0.16802095
42,358,99238,0.00000000,0.71884762,0.30332865,0.56844533,0.16661278
43,358,99238,0.00000000,0.72390616,0.30227752,0.56444731,0.16694021
44,358,99238,0.00000000,0.72155827,0.29987071,0.57192799,0.17003146
45,358,99238,0.00000000,0.72283803,0.29677272,0.58661016,0.17403858
46,358,99238,0.00000000,0.72474254,0.29874691,0.57642496,0.17401126
47,358,99238,0.00000000,0.72300933,0.30019496,0.57218406,0.17194583
48,358,99238,0.00000000,0.72366432,0.29776283,0.57811300,0.17326601
49,358,99238,0.00000000,0.72024829,0.29937563,0.57774148,0.16818062
50,358,99238,0.00000000,0.72159858,0.30355688,0.55748921,0.16637995
51,358,99238,0.00000000,0.71858562,0.30355252,0.56437814,0.16690911
52,358,99238,0.00000000,0.72059090,0.30457694,0.56637988,0.16604787
53,358,99238,0.00000000,0.72073198,0.30563191,0.56191330,0.16511009
54,358,99238,0.00000000,0.71964368,0.29829356,0.57380613,0.17310634
55,358,99238,0.00000000,0.71886777,0.30137850,0.55706163,0.16599221
56,358,99238,0.00000000,0.71324493,0.30403795,0.55523552,0.16314275
57,358,99238,0.00000000,0.71873677,0.30100614,0.56845869,0.16755747
58,358,99238,0.00000000,0.71859570,0.29955179,0.57128318,0.16732764
59,358,99238,0.00000000,0.71828332,0.30072398,0.56370584,0.16637227
60,358,99238,0.00000000,0.71991576,0.29881871,0.57134850,0.16863172
61,358,99238,0.00000000,0.72145751,0.29624800,0.58594029,0.17350480
62,358,99238,0.00000000,0.71508898,0.30493205,0.55597305,0.16295694
63,358,99238,0.00000000,0.72242488,0.30456032,0.56082771,0.16591165
64,358,99238,0.00000000,0.72073198,0.30768335,0.55425218,0.16219254
65,358,99238,0.00000000,0.71783994,0.30697252,0.55078947,0.16153807
66,358,99238,0.00000000,0.70439751,0.30655491,0.53516962,0.15406450
67,358,99238,0.00000000,0.71448437,0.30183914,0.55752439,0.16276994
68,358,99238,0.00000000,0.72386586,0.30619319,0.55878631,0.16632268
69,358,99238,0.00000000,0.71526028,0.30666889,0.54638855,0.16000070
70,358,99238,0.00000000,0.71583466,0.30690176,0.54479072,0.15930434
71,358,99238,0.00000000,0.71436345,0.30528398,0.54842398,0.15929431
72,358,99238,0.00000000,0.70956690,0.30559108,0.54918033,0.15767501
73,358,99238,0.00000000,0.71773917,0.30704367,0.55968895,0.16232023
74,358,99238,0.00000000,0.71866624,0.30737986,0.55722881,0.16422304
75,358,99238,0.00000000,0.71682219,0.30942096,0.55118359,0.16049648
76,358,99238,0.00000000,0.71504867,0.30826253,0.55411145,0.15950967
77,358,99238,0.00000000,0.71423245,0.30715204,0.55523536,0.16009758
78,358,99238,0.00000000,0.71096757,0.30656225,0.55764918,0.15807317
79,358,99238,0.00000000,0.72675790,0.30581567,0.56643933,0.16780017
80,358,99238,0.00000000,0.72614321,0.30421087,0.57061127,0.16689984
81,358,99238,0.00000000,0.72127612,0.30779080,0.55723684,0.16294342
82,358,99238,0.00000000,0.71897862,0.30961644,0.54910234,0.15925526
83,358,99238,0.00000000,0.71748725,0.30979509,0.54832276,0.15886679
84,358,99238,0.00000000,0.70819646,0.30729108,0.55090952,0.15715196
85,358,99238,0.00000000,0.71779963,0.30551394,0.54483506,0.16303959
86,358,99238,0.00000000,0.71089704,0.30459114,0.55074734,0.16118144
87,358,99238,0.00000000,0.71501844,0.30854732,0.54679582,0.15790799
88,358,99238,0.00000000,0.71712449,0.30560379,0.55769163,0.16142762
89,358,99238,0.00000000,0.71879723,0.30630166,0.55422640,0.16162848
90,358,99238,0.00000000,0.71049396,0.30657094,0.54731224,0.15499419
91,358,99238,0.00000000,0.71591527,0.30013236,0.56127574,0.16553748
92,358,99238,0.00000000,0.70290614,0.30611304,0.54822543,0.15546359
93,358,99238,0.00000000,0.71119934,0.31158726,0.54293961,0.15571206
94,358,99238,0.00000000,0.70794454,0.30917282,0.54792741,0.15580000
95,358,99238,0.00000000,0.71020174,0.30904059,0.55201632,0.15678097
96,358,99238,0.00000000,0.71043350,0.30320130,0.55659346,0.16118513
97,358,99238,0.00000000,0.71358754,0.30711569,0.54843524,0.15828056
98,358,99238,0.00000000,0.71536105,0.30368905,0.55747354,0.16149037
99,358,99238,0.00000000,0.71563312,0.30526973,0.55417132,0.16178228
