task_id,pred_label,pred_idx,prob_S1,prob_S2,prob_S3,prob_C1,prob_C2,prob_K1,prob_L1,prob_A1,prob_A2
05a7bcf2,S3,2,0.1301153302192688,0.0514037683606147,0.3817283809185028,0.2197061032056808,0.0352808758616447,0.0011331423884257,0.0348615795373916,0.0116919055581092,0.1340789049863815
070dd51e,S3,2,0.1314767748117447,0.0652203634381294,0.3616093397140503,0.2503176033496856,0.0409095771610736,0.001852634246461,0.042368721216917,0.0092299720272421,0.0970150157809257
16b78196_eval,S3,2,0.130107432603836,0.0458381101489067,0.387226939201355,0.2127626240253448,0.0348545089364051,0.0009569416870363,0.034525953233242,0.0126109346747398,0.1411165446043014
195c6913_eval,S3,2,0.1315086930990219,0.0638401433825492,0.3544359803199768,0.2311177849769592,0.0417313873767852,0.0020488193258643,0.0411436669528484,0.0118230013176798,0.1223504990339279
25094a63,S3,2,0.1361560970544815,0.0550477430224418,0.3519334197044372,0.2169644385576248,0.0403796359896659,0.0017024982953444,0.038702942430973,0.0141067327931523,0.1450065225362777
264363fd,S3,2,0.1309695988893509,0.0385999605059623,0.3707309067249298,0.1829367130994796,0.0370093397796154,0.000952327158302,0.0312330480664968,0.0174874607473611,0.1900807023048401
2697da3f,S2,1,0.0756333991885185,0.3788408041000366,0.1564214080572128,0.1963658332824707,0.0404637418687343,0.0570111200213432,0.0391020886600017,0.0042555104009807,0.0519061498343944
269e22fb_eval,S2,1,0.0340973362326622,0.5617515444755554,0.142264038324356,0.141954556107521,0.0111157977953553,0.0292016807943582,0.0082466155290603,0.0008118104888126,0.0705566331744194
2b9ef948,S2,1,0.0638847276568412,0.3742828369140625,0.2095022797584533,0.2062438279390335,0.0257165413349866,0.0218986831605434,0.0240076575428247,0.0028385596815496,0.0716248452663421
310f3251,S2,1,0.0710195004940033,0.4016208350658417,0.1440490186214447,0.1866364479064941,0.0390775278210639,0.067271314561367,0.037429541349411,0.0040031834505498,0.0488925985991954
33067df9,S2,1,0.0088104549795389,0.7277779579162598,0.0945204421877861,0.0702669620513916,0.001526225474663,0.0073812212795019,0.0007088749553076,5.7866342103807256e-05,0.0889500826597213
3490cc26,S3,2,0.1322755962610244,0.0610110573470592,0.3674048781394958,0.2436194717884063,0.0393821336328983,0.001630520215258,0.0402552634477615,0.0096703860908746,0.104750707745552
40f6cd08,S3,2,0.1299278140068054,0.0460304021835327,0.3793364465236664,0.208941102027893,0.0387270636856555,0.0011028979206457,0.0374990627169609,0.0147201083600521,0.1437151432037353
412b6263,S2,1,0.077067844569683,0.3696727156639099,0.1599562764167785,0.2025529891252517,0.0406012758612632,0.0543196015059948,0.0394579097628593,0.0042639933526515,0.0521074496209621
42f83767,S2,1,0.0237708557397127,0.6710343360900879,0.0932264998555183,0.0940211564302444,0.0089792758226394,0.0455836988985538,0.0061905146576464,0.0006139408214949,0.0565798282623291
45a5af55_eval,S2,1,0.0114404829218983,0.717858612537384,0.0962348505854606,0.0761505588889122,0.0023709174711257,0.0127649838104844,0.0012391724158078,0.0001090251826099,0.0818313807249069
469497ad,S2,1,0.0402559600770473,0.5595882534980774,0.1071536019444465,0.1289651542901992,0.0192252174019813,0.0779938101768493,0.0160549469292163,0.0016420120373368,0.0491210222244262
46f33fce,S2,1,0.0468154326081275,0.5090171694755554,0.1414747536182403,0.1599524468183517,0.0195108819752931,0.0462588183581829,0.0165883805602788,0.0016976615879684,0.0586844608187675
539a4f51,S2,1,0.0731449574232101,0.3896284997463226,0.1499197334051132,0.1934797167778015,0.0396959260106086,0.0619416870176792,0.0380593463778495,0.0040644323453307,0.0500657223165035
551d5bf1,S3,2,0.1335965543985366,0.0631980672478675,0.3562164306640625,0.239858478307724,0.041127324104309,0.0019209387246519,0.0429218858480453,0.0111836101859807,0.1099767759442329
5961cc34_eval,S3,2,0.1328220814466476,0.0633433014154434,0.3602644801139831,0.233840212225914,0.0391033254563808,0.0018843995640054,0.0379614941775798,0.0103043233975768,0.1204763203859329
5b37cb25,S3,2,0.1272009015083313,0.0423729345202446,0.3777590990066528,0.1884531378746032,0.0310899596661329,0.0008758276817388,0.0277354419231414,0.0143971554934978,0.1901156306266784
5b6cbef5,S2,1,0.0480615943670272,0.5117643475532532,0.1266143023967743,0.1531087309122085,0.022553265094757,0.0641081556677818,0.0195706728845834,0.0020011318847537,0.0522177815437316
62593bfd_eval,S3,2,0.1312478184700012,0.0389817133545875,0.3958079516887665,0.1911994218826294,0.0340388566255569,0.0007329716463573,0.0283368695527315,0.0129602150991559,0.166694164276123
64efde09_eval,S3,2,0.1334228068590164,0.0561909601092338,0.352367490530014,0.208552211523056,0.0382350198924541,0.0017158087575808,0.0362369157373905,0.0147416237741708,0.1585372239351272
65b59efc_eval,S2,1,0.0665127336978912,0.4232633113861084,0.1457299590110778,0.1743764281272888,0.0350473038852214,0.0639401003718376,0.0328290350735187,0.0037886218633502,0.0545124746859073
695367ec,S2,1,0.0497362986207008,0.4994401633739471,0.132574051618576,0.1599717438220977,0.0228937361389398,0.0595420859754085,0.0198285263031721,0.0020268037915229,0.05398665741086
696d4842,S3,2,0.1335068196058273,0.0518384501338005,0.3926339149475097,0.2382218092679977,0.0319564528763294,0.0009292255854234,0.0302220378071069,0.0072464174591004,0.1134448796510696
6e4f6532_eval,S3,2,0.1296808719635009,0.0654227808117866,0.3570981323719024,0.2240334302186966,0.0403934828937053,0.0021246236283332,0.0395023413002491,0.0121292956173419,0.1296150386333465
753ea09b,S3,2,0.1321934461593628,0.0372671708464622,0.3816036581993103,0.1738875061273574,0.0344770029187202,0.0007693317602388,0.0296561624854803,0.0180783756077289,0.192067414522171
7b80bb43_eval,S3,2,0.1335505545139312,0.0635314062237739,0.3513972461223602,0.2402738779783249,0.0420952104032039,0.0020734423305839,0.044131089001894,0.0116978846490383,0.1112492680549621
7c66cb00_eval,S3,2,0.1294392049312591,0.0513441003859043,0.3641532361507416,0.2075113207101822,0.0374854803085327,0.0014060138491913,0.0346319749951362,0.0143063841387629,0.159722238779068
7df24a62,S3,2,0.1350404471158981,0.0642164424061775,0.3529345691204071,0.2435635924339294,0.0419938899576664,0.0020019449293613,0.0440049804747104,0.0108817648142576,0.1053623557090759
7e576d6e,S3,2,0.1402199268341064,0.0336711481213569,0.3730928003787994,0.1845391690731048,0.0365295968949794,0.0007509914576075,0.0311279986053705,0.0174048785120248,0.1826635152101516
83302e8f,S2,1,0.0742725953459739,0.3665551841259002,0.1909650117158889,0.2064281702041626,0.0306660272181034,0.0340685658156871,0.0310799051076173,0.0035759569145739,0.062388677150011
8719f442,S2,1,0.0644760802388191,0.4299684166908264,0.1406192481517791,0.1803207248449325,0.0338265784084796,0.066245399415493,0.0318084768950939,0.0033382340334355,0.0493968464434146
898e7135_eval,S2,1,0.0709076151251792,0.3818884491920471,0.1711450070142746,0.1822258532047271,0.0359307006001472,0.0458958446979522,0.0333897396922111,0.0052201710641384,0.0733966678380966
8fff9e47,S2,1,0.0625072494149208,0.4388092756271362,0.1397059112787246,0.1775843203067779,0.0323444493114948,0.0656951144337654,0.0300104562193155,0.0031308045145124,0.0502123720943927
91413438,S2,1,0.0593749694526195,0.4554221034049988,0.1361614465713501,0.1717071682214737,0.0305901356041431,0.0658255368471145,0.0279062762856483,0.0028826505877077,0.0501297824084758
973e499e,S2,1,0.0254217889159917,0.6617193818092346,0.0802116692066192,0.0914620757102966,0.0111963972449302,0.074916698038578,0.0079948548227548,0.0007645061705261,0.0463126860558986
9772c176,S3,2,0.1292221844196319,0.0495270304381847,0.3846752941608429,0.2167114019393921,0.0362496152520179,0.0011291174450889,0.0346813686192035,0.0118720019236207,0.1359320431947708
981add89,S3,2,0.1239352896809578,0.0542990304529666,0.3785941004753113,0.2055743634700775,0.0338133014738559,0.0012628644471988,0.0305604916065931,0.0114040579646825,0.1605565100908279
9aaea919_eval,S3,2,0.1281246989965438,0.0357870832085609,0.3552314043045044,0.1582871228456497,0.035855870693922,0.0010355232516303,0.0306064430624246,0.0241596363484859,0.2309121638536453
a59b95c0,S2,1,0.0779818147420883,0.372541218996048,0.1515605598688125,0.1959998905658722,0.0436049476265907,0.0616035312414169,0.0410948917269706,0.0044677229598164,0.0511454939842224
ac0a08a4,S2,1,0.0705227851867675,0.4067127406597137,0.1406059861183166,0.1825817823410034,0.0392465889453887,0.0705639496445655,0.0369392335414886,0.0039422577247023,0.0488847270607948
ac0c5833,S3,2,0.1318172365427017,0.0431281812489032,0.3994614481925964,0.2187789976596832,0.0324367545545101,0.0007631288026459,0.0309849847108125,0.0100104780867695,0.1326187700033188
ad7e01d0,S2,1,0.0629691630601883,0.4383942782878876,0.1330503970384597,0.1727810502052307,0.0340140424668788,0.0756624713540077,0.0320844873785972,0.0034048953093588,0.0476392246782779
b10624e5_eval,S3,2,0.1309080123901367,0.0425272285938262,0.3628438413143158,0.1886969804763794,0.0350984334945678,0.0010616927174851,0.0314136743545532,0.0168854184448719,0.1905647218227386
b190f7f5,S2,1,0.0707786008715629,0.4044688642024994,0.1435342580080032,0.1849976032972335,0.0389314889907836,0.067006416618824,0.0368103720247745,0.0039285807870328,0.0495438203215599
b4a43f3b,S2,1,0.0569624826312065,0.4628266096115112,0.142204537987709,0.172248974442482,0.0271542109549045,0.0580551326274871,0.0247949827462434,0.0025950877461582,0.0531579256057739
b74ca5d1,S3,2,0.112333595752716,0.0380637757480144,0.411760926246643,0.1752744019031524,0.026589123532176,0.0005130820791237,0.020396739244461,0.0107352901250123,0.2043330669403076
b775ac94,S3,2,0.135948434472084,0.0580195784568786,0.3815782964229584,0.2465114593505859,0.0322224125266075,0.0011043581180274,0.0302594602108001,0.0064510419033467,0.1079049929976463
b9630600,S3,2,0.1327570080757141,0.0489047095179557,0.3785509169101715,0.2241893261671066,0.0379534624516963,0.0011614799732342,0.0383902676403522,0.0123056629672646,0.1257872730493545
c48954c1,S2,1,0.0796640664339065,0.3609547615051269,0.1562005281448364,0.202611893415451,0.0441117882728576,0.0583577938377857,0.042704202234745,0.0046521290205419,0.0507429018616676
c803e39c,S2,1,0.0756078287959098,0.3766871094703674,0.149233341217041,0.1819115281105041,0.0437780916690826,0.0688351392745971,0.0428904332220554,0.005677540320903,0.0553789734840393
c92b942c,S2,1,0.0568689815700054,0.4666343927383423,0.1288517564535141,0.1637748479843139,0.0292840562760829,0.0759138166904449,0.0270905960351228,0.0028519332408905,0.0487295910716056
cad67732,S2,1,0.0804315134882927,0.3554077446460724,0.1630043983459472,0.20559923350811,0.0434644520282745,0.0525533966720104,0.0422677397727966,0.0046532819978892,0.0526182055473327
cf5fd0ad,S2,1,0.0536379292607307,0.4819559454917907,0.1342645436525344,0.1646933555603027,0.0258910208940505,0.0618526116013526,0.0227963887155056,0.002330913208425,0.0525772906839847
d304284e,S3,2,0.1343259811401367,0.0619439147412776,0.3570235967636108,0.2390980124473571,0.0414993837475776,0.0018666144460439,0.0436170138418674,0.0114163728430867,0.1092091053724289
d749d46f,S2,1,0.0634795799851417,0.4256817400455475,0.1565353870391845,0.1871987581253051,0.0301994178444147,0.0503769516944885,0.0280445925891399,0.0029569729231297,0.0555265620350837
d8e07eb2_eval,S3,2,0.1342288106679916,0.0586294792592525,0.350245326757431,0.218087837100029,0.0414012633264064,0.001940555172041,0.0403935499489307,0.014339561574161,0.1407336741685867
db118e2a,S2,1,0.057459507137537,0.4575774371623993,0.147147074341774,0.1752869933843612,0.0268443599343299,0.0536929853260517,0.0242973081767559,0.0025317608378827,0.0551626235246658
db615bd4,S3,2,0.1279873549938202,0.0668639913201332,0.3520179092884063,0.2219933122396469,0.0367068871855735,0.0020286324433982,0.0358967818319797,0.011966273188591,0.1445389091968536
e1d2900e,S3,2,0.1410819292068481,0.0466636233031749,0.3842026889324188,0.2252692431211471,0.0310731865465641,0.000814862025436,0.0283066090196371,0.008140786550939,0.1344470232725143
e3721c99_eval,S3,2,0.1337219476699829,0.0574534721672534,0.3645084798336029,0.2314797490835189,0.039331667125225,0.0015788341406732,0.0403848625719547,0.0118247708305716,0.1197162345051765
