epoch,lr-Adam,step,train_loss_epoch,train_loss_step,val_cell_accuracy,val_change_recall,val_copy_rate,val_grid_accuracy,val_loss,val_transformation_f1
,0.0018498849832733245,0,,,,,,,,
0,,9,,1.7348155975341797,,,,,,
0,,19,,1.1609771251678467,,,,,,
0,,29,,1.4860033988952637,,,,,,
0,,39,,1.2087105512619019,,,,,,
0,,49,,0.9812238812446594,,,,,,
0,,59,,1.0059696435928345,,,,,,
0,,69,,1.054535984992981,,,,,,
0,,79,,0.9238603711128235,,,,,,
0,,89,,0.9700522422790527,,,,,,
0,,99,,1.0223841667175293,,,,,,
0,,100,,,0.695212721824646,0.5787301659584045,0.2833884656429291,0.0,1.0278726816177368,0.26544296741485596
0,,100,1.2846226692199707,,,,,,,
,0.0017260788365087466,101,,,,,,,,
1,,109,,0.8274020552635193,,,,,,
1,,119,,0.9630783796310425,,,,,,
1,,129,,0.8737032413482666,,,,,,
1,,139,,0.9537022709846497,,,,,,
1,,149,,0.97455894947052,,,,,,
1,,159,,0.7214944362640381,,,,,,
1,,169,,0.8832039833068848,,,,,,
1,,179,,0.5515614151954651,,,,,,
1,,189,,0.7790399789810181,,,,,,
1,,199,,0.8058879375457764,,,,,,
1,,201,,,0.7112465500831604,0.601423442363739,0.2816106081008911,0.0,0.9169650077819824,0.2703208029270172
1,,201,0.9058091640472412,,,,,,,
,0.0013878341532585902,202,,,,,,,,
2,,209,,0.7766348719596863,,,,,,
2,,219,,0.6595755815505981,,,,,,
2,,229,,0.7800883650779724,,,,,,
2,,239,,0.8171190619468689,,,,,,
2,,249,,0.8789258003234863,,,,,,
2,,259,,0.8268876075744629,,,,,,
2,,269,,0.7338282465934753,,,,,,
2,,279,,0.7623721957206726,,,,,,
2,,289,,0.888254702091217,,,,,,
2,,299,,0.7608870267868042,,,,,,
2,,302,,,0.7181751132011414,0.5544255375862122,0.29071834683418274,0.0,0.8717759847640991,0.2598038911819458
2,,302,0.8382720351219177,,,,,,,
,0.0009257833232438556,303,,,,,,,,
3,,309,,0.7806869149208069,,,,,,
3,,319,,0.9209352135658264,,,,,,
3,,329,,0.7399740219116211,,,,,,
3,,339,,1.138576626777649,,,,,,
3,,349,,0.6916038990020752,,,,,,
3,,359,,0.8445965647697449,,,,,,
3,,369,,1.1466103792190552,,,,,,
3,,379,,0.5971799492835999,,,,,,
3,,389,,0.7708907723426819,,,,,,
3,,399,,0.7722243666648865,,,,,,
3,,403,,,0.7272441983222961,0.5792104601860046,0.2898902893066406,0.0,0.8318485617637634,0.2648564279079437
3,,403,0.8075756430625916,,,,,,,
,0.0004637324932291214,404,,,,,,,,
4,,409,,1.0016206502914429,,,,,,
4,,419,,0.645010232925415,,,,,,
4,,429,,0.6198457479476929,,,,,,
4,,439,,0.7988491654396057,,,,,,
4,,449,,0.7919426560401917,,,,,,
4,,459,,0.5769031643867493,,,,,,
4,,469,,0.9923966526985168,,,,,,
4,,479,,0.6078898906707764,,,,,,
4,,489,,0.8447246551513672,,,,,,
4,,499,,0.8073192834854126,,,,,,
4,,504,,,0.7279924154281616,0.5924808382987976,0.28712034225463867,0.0,0.8237707018852234,0.2683493196964264
4,,504,0.7854551672935486,,,,,,,
,0.0001254878099789647,505,,,,,,,,
5,,509,,1.0563724040985107,,,,,,
5,,519,,0.8318485021591187,,,,,,
5,,529,,0.6559862494468689,,,,,,
5,,539,,0.8491845726966858,,,,,,
5,,549,,1.1486607789993286,,,,,,
5,,559,,0.6861234307289124,,,,,,
5,,569,,0.8868688941001892,,,,,,
5,,579,,0.7483523488044739,,,,,,
5,,589,,0.6928415298461914,,,,,,
5,,599,,0.7988722920417786,,,,,,
5,,605,,,0.7300700545310974,0.5861731171607971,0.2893533706665039,0.0,0.8173003196716309,0.2662801146507263
5,,605,0.7698191404342651,,,,,,,
,0.0018498849832733245,606,,,,,,,,
6,,609,,0.5749309062957764,,,,,,
6,,619,,0.7989691495895386,,,,,,
6,,629,,0.6497491002082825,,,,,,
6,,639,,0.9741753339767456,,,,,,
6,,649,,0.8167205452919006,,,,,,
6,,659,,0.7315384149551392,,,,,,
6,,669,,0.728044331073761,,,,,,
6,,679,,0.717657744884491,,,,,,
6,,689,,1.0001881122589111,,,,,,
6,,699,,0.6890185475349426,,,,,,
6,,706,,,0.7201109528541565,0.6231527328491211,0.2754773795604706,0.0,0.8765271306037903,0.2801227271556854
6,,706,0.8049836754798889,,,,,,,
,0.0017260788365087466,707,,,,,,,,
7,,709,,0.8006653189659119,,,,,,
7,,719,,0.9308381676673889,,,,,,
7,,729,,0.7711243033409119,,,,,,
7,,739,,1.0761243104934692,,,,,,
7,,749,,0.7281704545021057,,,,,,
7,,759,,0.8136302828788757,,,,,,
7,,769,,0.7112630009651184,,,,,,
7,,779,,0.9715829491615295,,,,,,
7,,789,,0.8176982998847961,,,,,,
7,,799,,0.7588887214660645,,,,,,
7,,807,,,0.722435474395752,0.6138070225715637,0.2802484929561615,0.0,0.8577540516853333,0.2767896056175232
7,,807,0.8147709965705872,,,,,,,
,0.0013878341532585902,808,,,,,,,,
8,,809,,0.8828022480010986,,,,,,
8,,819,,0.8359813690185547,,,,,,
8,,829,,0.6161849498748779,,,,,,
8,,839,,0.8084173202514648,,,,,,
8,,849,,0.6416913270950317,,,,,,
8,,859,,0.8087469339370728,,,,,,
8,,869,,0.8776613473892212,,,,,,
8,,879,,0.9125286936759949,,,,,,
8,,889,,0.7222656011581421,,,,,,
8,,899,,0.8839185237884521,,,,,,
8,,908,,,0.7214831113815308,0.5986484289169312,0.2816532254219055,0.0,0.8353942632675171,0.27264752984046936
8,,908,0.7962296009063721,,,,,,,
,0.0009257833232438556,909,,,,,,,,
9,,909,,0.7402796745300293,,,,,,
9,,919,,0.7256219387054443,,,,,,
9,,929,,0.9346174001693726,,,,,,
9,,939,,0.8605112433433533,,,,,,
9,,949,,1.066655158996582,,,,,,
9,,959,,0.7728601098060608,,,,,,
9,,969,,0.7052298784255981,,,,,,
9,,979,,1.0324639081954956,,,,,,
9,,989,,0.810137152671814,,,,,,
9,,999,,0.9610388278961182,,,,,,
9,,1009,,0.6685665249824524,,,,,,
9,,1009,,,0.7306953072547913,0.6014109253883362,0.28555238246917725,0.0,0.8126458525657654,0.2732745409011841
9,,1009,0.7700857520103455,,,,,,,
,0.0004637324932291214,1010,,,,,,,,
10,,1019,,0.6593550443649292,,,,,,
10,,1029,,0.8102016448974609,,,,,,
10,,1039,,1.0164520740509033,,,,,,
10,,1049,,0.7654564380645752,,,,,,
10,,1059,,0.7140087485313416,,,,,,
10,,1069,,0.6670018434524536,,,,,,
10,,1079,,0.6981958746910095,,,,,,
10,,1089,,0.675841748714447,,,,,,
10,,1099,,0.6793399453163147,,,,,,
10,,1109,,0.6592557430267334,,,,,,
10,,1110,,,0.7261374592781067,0.5993610620498657,0.2841578423976898,0.0,0.8142911791801453,0.2731175422668457
10,,1110,0.7551769614219666,,,,,,,
,0.0001254878099789647,1111,,,,,,,,
11,,1119,,0.7204899787902832,,,,,,
11,,1129,,0.8941884636878967,,,,,,
11,,1139,,0.7588919997215271,,,,,,
11,,1149,,0.6825394630432129,,,,,,
11,,1159,,0.6044069528579712,,,,,,
11,,1169,,0.7757991552352905,,,,,,
11,,1179,,0.8063024282455444,,,,,,
11,,1189,,0.8191845417022705,,,,,,
11,,1199,,0.5936328172683716,,,,,,
11,,1209,,0.709378719329834,,,,,,
11,,1211,,,0.7283487319946289,0.5953938364982605,0.2848019599914551,0.0,0.8056927919387817,0.2722948491573334
11,,1211,0.7462285757064819,,,,,,,
,0.0018498849832733245,1212,,,,,,,,
12,,1219,,0.6435973048210144,,,,,,
12,,1229,,0.650306761264801,,,,,,
12,,1239,,0.8594644665718079,,,,,,
12,,1249,,0.8265256285667419,,,,,,
12,,1259,,0.6788351535797119,,,,,,
12,,1269,,0.9352647662162781,,,,,,
12,,1279,,0.7459632754325867,,,,,,
12,,1289,,0.6734030246734619,,,,,,
12,,1299,,0.6534543037414551,,,,,,
12,,1309,,0.9881120920181274,,,,,,
12,,1312,,,0.727476179599762,0.5832824110984802,0.291107714176178,0.0,0.8487986922264099,0.2680741548538208
12,,1312,0.7776477336883545,,,,,,,
,0.0017260788365087466,1313,,,,,,,,
13,,1319,,0.6759556531906128,,,,,,
13,,1329,,0.8378117084503174,,,,,,
13,,1339,,0.7253082394599915,,,,,,
13,,1349,,0.6856783628463745,,,,,,
13,,1359,,0.7700379490852356,,,,,,
13,,1369,,0.7988864183425903,,,,,,
13,,1379,,0.7362833619117737,,,,,,
13,,1389,,0.8547005653381348,,,,,,
13,,1399,,0.7503823041915894,,,,,,
13,,1409,,0.7045065760612488,,,,,,
13,,1413,,,0.7271580100059509,0.584870457649231,0.2904530465602875,0.0,0.8268377184867859,0.26747432351112366
13,,1413,0.7843307852745056,,,,,,,
,0.0013878341532585902,1414,,,,,,,,
14,,1419,,0.8865023851394653,,,,,,
14,,1429,,0.6595987677574158,,,,,,
14,,1439,,0.7287755608558655,,,,,,
14,,1449,,0.7527765035629272,,,,,,
14,,1459,,0.6480943560600281,,,,,,
14,,1469,,0.7791185975074768,,,,,,
14,,1479,,0.6950222849845886,,,,,,
14,,1489,,0.8370413184165955,,,,,,
14,,1499,,0.7008035182952881,,,,,,
14,,1509,,0.8896389603614807,,,,,,
14,,1514,,,0.7247389554977417,0.5947048664093018,0.2891591489315033,0.0,0.829342782497406,0.26815178990364075
14,,1514,0.7761726975440979,,,,,,,
,0.0009257833232438556,1515,,,,,,,,
15,,1519,,0.8143784999847412,,,,,,
15,,1529,,0.7155446410179138,,,,,,
15,,1539,,0.6581615209579468,,,,,,
15,,1549,,0.847881555557251,,,,,,
15,,1559,,0.7135860919952393,,,,,,
15,,1569,,1.0082159042358398,,,,,,
15,,1579,,0.773340106010437,,,,,,
15,,1589,,0.8352906703948975,,,,,,
15,,1599,,0.7772913575172424,,,,,,
15,,1609,,0.6339265704154968,,,,,,
15,,1615,,,0.73240065574646,0.5905115008354187,0.2935875654220581,0.0,0.8042479753494263,0.26571106910705566
15,,1615,0.7543134093284607,,,,,,,
,0.0004637324932291214,1616,,,,,,,,
16,,1619,,0.7647925615310669,,,,,,
16,,1629,,0.6836695075035095,,,,,,
16,,1639,,0.6600488424301147,,,,,,
16,,1649,,0.7131769061088562,,,,,,
