epoch,lr-Adam,step,train_loss_epoch,train_loss_step,val_cell_accuracy,val_change_recall,val_copy_rate,val_grid_accuracy,val_loss,val_transformation_f1
,0.0018498849832733245,0,,,,,,,,
0,,9,,0.30206024646759033,,,,,,
0,,19,,0.3598373234272003,,,,,,
0,,29,,0.3239527642726898,,,,,,
0,,39,,0.3101835250854492,,,,,,
0,,49,,0.2750977575778961,,,,,,
0,,59,,0.32599368691444397,,,,,,
0,,69,,0.4054892063140869,,,,,,
0,,79,,0.2770884037017822,,,,,,
0,,89,,0.28119251132011414,,,,,,
0,,99,,0.34996122121810913,,,,,,
0,,100,,,0.8950114250183105,0.6291041970252991,0.3441579341888428,0.002793296007439494,0.3278619647026062,0.3039843738079071
0,,100,0.34849926829338074,,,,,,,
,0.0017260788365087466,101,,,,,,,,
1,,109,,0.3529244661331177,,,,,,
1,,119,,0.33762386441230774,,,,,,
1,,129,,0.31905242800712585,,,,,,
1,,139,,0.3349391520023346,,,,,,
1,,149,,0.3178230822086334,,,,,,
1,,159,,0.26639559864997864,,,,,,
1,,169,,0.28963837027549744,,,,,,
1,,179,,0.23580299317836761,,,,,,
1,,189,,0.26906412839889526,,,,,,
1,,199,,0.3094486594200134,,,,,,
1,,201,,,0.8960667848587036,0.658312976360321,0.3255999982357025,0.002793296007439494,0.3237399756908417,0.32354670763015747
1,,201,0.3112504482269287,,,,,,,
,0.0013878341532585902,202,,,,,,,,
2,,209,,0.26607832312583923,,,,,,
2,,219,,0.24202780425548553,,,,,,
2,,229,,0.21385309100151062,,,,,,
2,,239,,0.3593108654022217,,,,,,
2,,249,,0.2705136835575104,,,,,,
2,,259,,0.3106091320514679,,,,,,
2,,269,,0.2876346707344055,,,,,,
2,,279,,0.25655388832092285,,,,,,
2,,289,,0.2347101867198944,,,,,,
2,,299,,0.32788196206092834,,,,,,
2,,302,,,0.8963289856910706,0.6719552278518677,0.3183636963367462,0.002793296007439494,0.32457950711250305,0.33114492893218994
2,,302,0.29684919118881226,,,,,,,
,0.0009257833232438556,303,,,,,,,,
3,,309,,0.3349657356739044,,,,,,
3,,319,,0.3245207667350769,,,,,,
3,,329,,0.34064167737960815,,,,,,
3,,339,,0.34698373079299927,,,,,,
3,,349,,0.26670387387275696,,,,,,
3,,359,,0.29774025082588196,,,,,,
3,,369,,0.2909777760505676,,,,,,
3,,379,,0.22518791258335114,,,,,,
3,,389,,0.28222277760505676,,,,,,
3,,399,,0.24036462604999542,,,,,,
3,,403,,,0.8965408205986023,0.6460075378417969,0.33117079734802246,0.002793296007439494,0.32506752014160156,0.31689149141311646
3,,403,0.2815324366092682,,,,,,,
,0.0004637324932291214,404,,,,,,,,
4,,409,,0.2682114541530609,,,,,,
4,,419,,0.2374984622001648,,,,,,
4,,429,,0.24252849817276,,,,,,
4,,439,,0.3194153606891632,,,,,,
4,,449,,0.21620133519172668,,,,,,
4,,459,,0.26971206068992615,,,,,,
4,,469,,0.28304746747016907,,,,,,
4,,479,,0.20007909834384918,,,,,,
4,,489,,0.2685942053794861,,,,,,
4,,499,,0.25777655839920044,,,,,,
4,,504,,,0.8952677845954895,0.6587848663330078,0.3250536024570465,0.002793296007439494,0.3274182677268982,0.3238922655582428
4,,504,0.27226027846336365,,,,,,,
,0.0001254878099789647,505,,,,,,,,
5,,509,,0.25412750244140625,,,,,,
5,,519,,0.30449891090393066,,,,,,
5,,529,,0.2113909274339676,,,,,,
5,,539,,0.38457396626472473,,,,,,
5,,549,,0.2943076491355896,,,,,,
5,,559,,0.25885382294654846,,,,,,
5,,569,,0.31215351819992065,,,,,,
5,,579,,0.2713405191898346,,,,,,
5,,589,,0.2881583571434021,,,,,,
5,,599,,0.27035456895828247,,,,,,
5,,605,,,0.89615797996521,0.6618744730949402,0.3233359456062317,0.002793296007439494,0.32707783579826355,0.3259126543998718
5,,605,0.26493555307388306,,,,,,,
,0.0018498849832733245,606,,,,,,,,
6,,609,,0.21733278036117554,,,,,,
6,,619,,0.21741367876529694,,,,,,
6,,629,,0.21831078827381134,,,,,,
6,,639,,0.2620036005973816,,,,,,
6,,649,,0.28935831785202026,,,,,,
6,,659,,0.1989191174507141,,,,,,
6,,669,,0.2099209427833557,,,,,,
6,,679,,0.4228540062904358,,,,,,
6,,689,,0.2446707934141159,,,,,,
6,,699,,0.28561028838157654,,,,,,
6,,706,,,0.8917036056518555,0.6552263498306274,0.3248990774154663,0.002793296007439494,0.3363240361213684,0.32262957096099854
6,,706,0.2833000719547272,,,,,,,
,0.0017260788365087466,707,,,,,,,,
7,,709,,0.33224695920944214,,,,,,
7,,719,,0.3550421893596649,,,,,,
7,,729,,0.33189377188682556,,,,,,
7,,739,,0.2950953543186188,,,,,,
7,,749,,0.2773004472255707,,,,,,
7,,759,,0.273858904838562,,,,,,
7,,769,,0.34098464250564575,,,,,,
7,,779,,0.3465721607208252,,,,,,
7,,789,,0.29679930210113525,,,,,,
7,,799,,0.23286721110343933,,,,,,
7,,807,,,0.8937659859657288,0.660116970539093,0.3211924135684967,0.002793296007439494,0.3423134684562683,0.32759273052215576
7,,807,0.2785831391811371,,,,,,,
,0.0013878341532585902,808,,,,,,,,
8,,809,,0.25582730770111084,,,,,,
8,,819,,0.27828988432884216,,,,,,
8,,829,,0.1972198188304901,,,,,,
8,,839,,0.2653522193431854,,,,,,
8,,849,,0.2632673680782318,,,,,,
8,,859,,0.2434607744216919,,,,,,
8,,869,,0.37533167004585266,,,,,,
8,,879,,0.25100573897361755,,,,,,
8,,889,,0.22421152889728546,,,,,,
8,,899,,0.23429949581623077,,,,,,
8,,908,,,0.891233503818512,0.6601739525794983,0.32281234860420227,0.002793296007439494,0.34210291504859924,0.3254122734069824
8,,908,0.2694810628890991,,,,,,,
,0.0009257833232438556,909,,,,,,,,
9,,909,,0.23102855682373047,,,,,,
9,,919,,0.24843096733093262,,,,,,
9,,929,,0.3924402892589569,,,,,,
9,,939,,0.2850791811943054,,,,,,
9,,949,,0.29380083084106445,,,,,,
9,,959,,0.23495101928710938,,,,,,
9,,969,,0.19174306094646454,,,,,,
9,,979,,0.22333066165447235,,,,,,
9,,989,,0.27274346351623535,,,,,,
9,,999,,0.24259772896766663,,,,,,
9,,1009,,0.29077476263046265,,,,,,
9,,1009,,,0.8927577137947083,0.6595150232315063,0.32198259234428406,0.002793296007439494,0.34398654103279114,0.32592740654945374
9,,1009,0.25450456142425537,,,,,,,
,0.0004637324932291214,1010,,,,,,,,
10,,1019,,0.2901073098182678,,,,,,
10,,1029,,0.30504193902015686,,,,,,
10,,1039,,0.2388526201248169,,,,,,
10,,1049,,0.23385994136333466,,,,,,
10,,1059,,0.2149023860692978,,,,,,
10,,1069,,0.30265191197395325,,,,,,
10,,1079,,0.21246495842933655,,,,,,
10,,1089,,0.2135225385427475,,,,,,
10,,1099,,0.20797602832317352,,,,,,
10,,1109,,0.23951788246631622,,,,,,
10,,1110,,,0.8928323984146118,0.6717199683189392,0.3168279230594635,0.002793296007439494,0.3490901589393616,0.3313138782978058
10,,1110,0.2404545098543167,,,,,,,
,0.0001254878099789647,1111,,,,,,,,
11,,1119,,0.23124724626541138,,,,,,
11,,1129,,0.2787717878818512,,,,,,
11,,1139,,0.25082212686538696,,,,,,
11,,1149,,0.23245978355407715,,,,,,
11,,1159,,0.2087422013282776,,,,,,
11,,1169,,0.20070119202136993,,,,,,
11,,1179,,0.2109367996454239,,,,,,
11,,1189,,0.18432237207889557,,,,,,
11,,1199,,0.22280342876911163,,,,,,
11,,1209,,0.21433234214782715,,,,,,
11,,1211,,,0.8924169540405273,0.6757109761238098,0.31469017267227173,0.002793296007439494,0.3516937494277954,0.3334331810474396
11,,1211,0.2316453754901886,,,,,,,
,0.0018498849832733245,1212,,,,,,,,
12,,1219,,0.24676938354969025,,,,,,
12,,1229,,0.27182459831237793,,,,,,
12,,1239,,0.1685132086277008,,,,,,
12,,1249,,0.31909847259521484,,,,,,
12,,1259,,0.22974558174610138,,,,,,
12,,1269,,0.339615136384964,,,,,,
12,,1279,,0.2902563810348511,,,,,,
12,,1289,,0.2401810884475708,,,,,,
12,,1299,,0.29909685254096985,,,,,,
12,,1309,,0.26065778732299805,,,,,,
12,,1312,,,0.8902350068092346,0.662378191947937,0.3215096890926361,0.002793296007439494,0.3553115725517273,0.32729095220565796
12,,1312,0.259302020072937,,,,,,,
,0.0017260788365087466,1313,,,,,,,,
13,,1319,,0.22360064089298248,,,,,,
13,,1329,,0.2991306185722351,,,,,,
13,,1339,,0.2585974931716919,,,,,,
13,,1349,,0.2672819495201111,,,,,,
13,,1359,,0.253596693277359,,,,,,
13,,1369,,0.19420449435710907,,,,,,
13,,1379,,0.30622398853302,,,,,,
13,,1389,,0.2958531379699707,,,,,,
13,,1399,,0.2518022060394287,,,,,,
13,,1409,,0.23195905983448029,,,,,,
13,,1413,,,0.8894709348678589,0.6581242084503174,0.3226909935474396,0.002793296007439494,0.35820668935775757,0.3251171410083771
13,,1413,0.25959017872810364,,,,,,,
,0.0013878341532585902,1414,,,,,,,,
14,,1419,,0.16845454275608063,,,,,,
14,,1429,,0.22682303190231323,,,,,,
14,,1439,,0.1709413379430771,,,,,,
14,,1449,,0.2546407878398895,,,,,,
14,,1459,,0.25159752368927,,,,,,
14,,1469,,0.3416183292865753,,,,,,
14,,1479,,0.23272672295570374,,,,,,
14,,1489,,0.30766618251800537,,,,,,
14,,1499,,0.2763245105743408,,,,,,
14,,1509,,0.2878287136554718,,,,,,
14,,1514,,,0.8880561590194702,0.6620082259178162,0.31744420528411865,0.002793296007439494,0.364676833152771,0.32858550548553467
14,,1514,0.2487100213766098,,,,,,,
,0.0009257833232438556,1515,,,,,,,,
15,,1519,,0.2831414043903351,,,,,,
15,,1529,,0.15660855174064636,,,,,,
15,,1539,,0.21809828281402588,,,,,,
15,,1549,,0.23603346943855286,,,,,,
15,,1559,,0.19031833112239838,,,,,,
15,,1569,,0.2560381293296814,,,,,,
15,,1579,,0.25391513109207153,,,,,,
15,,1589,,0.233781635761261,,,,,,
15,,1599,,0.3303453326225281,,,,,,
15,,1609,,0.20763535797595978,,,,,,
15,,1615,,,0.8900570869445801,0.6828200817108154,0.31010493636131287,0.002793296007439494,0.3685937523841858,0.3372028172016144
15,,1615,0.23458567261695862,,,,,,,
,0.0004637324932291214,1616,,,,,,,,
16,,1619,,0.31919899582862854,,,,,,
16,,1629,,0.22618941962718964,,,,,,
16,,1639,,0.24783727526664734,,,,,,
16,,1649,,0.2173299938440323,,,,,,
16,,1659,,0.21827253699302673,,,,,,
