epoch,val_grid_accuracy,val_cell_accuracy,val_copy_rate,val_change_recall,val_transformation_quality
0,0.00000000,0.04379043,0.02141069,0.94034043,0.01932314
0,0.00000000,0.68920172,0.29076479,0.55095416,0.15584288
1,0.00000000,0.71086681,0.27723595,0.61825628,0.17980724
2,0.00000000,0.73062738,0.28518025,0.61283159,0.18466802
3,0.00000000,0.72791673,0.28216730,0.60757887,0.18339754
4,0.00000000,0.72664705,0.29012071,0.58275995,0.17854210
5,0.00000000,0.72923678,0.28989398,0.58063885,0.18029337
6,0.00000000,0.71889800,0.27992476,0.59770040,0.17992834
7,0.00000000,0.72567968,0.28968284,0.59370681,0.17891243
8,0.00000000,0.72938794,0.29852749,0.57881572,0.17583174
9,0.00000000,0.73104053,0.30333982,0.57049672,0.17414396
10,0.00000000,0.73241097,0.30127322,0.57005158,0.17611456
11,0.00000000,0.73147383,0.30246504,0.56286172,0.17507698
12,0.00000000,0.72667728,0.29749191,0.58173622,0.17679121
13,0.00000000,0.71661057,0.28987884,0.59746542,0.17161713
14,0.00000000,0.71958322,0.30287521,0.56833648,0.16852471
15,0.00000000,0.72954916,0.29944823,0.57511753,0.17496041
16,0.00000000,0.72498438,0.30680642,0.55823912,0.16712832
17,0.00000000,0.72517584,0.30558530,0.56503648,0.16993872
18,0.00000000,0.71401076,0.29573554,0.57365445,0.16651904
19,0.00000000,0.72795703,0.29748859,0.57962236,0.17767049
20,0.00000000,0.72581068,0.29947883,0.56624311,0.17179973
21,0.00000000,0.72530684,0.29452927,0.57668411,0.17552401
22,0.00000000,0.72790665,0.29320910,0.58459040,0.17721813
23,0.00000000,0.72830972,0.29064091,0.58699113,0.17855917
24,0.00000000,0.72010722,0.28405969,0.60631477,0.18044359
25,0.00000000,0.72249542,0.28805954,0.58729642,0.17664697
26,0.00000000,0.72698966,0.29082724,0.59005898,0.17851131
27,0.00000000,0.72741289,0.29303823,0.59024601,0.17860620
28,0.00000000,0.72367440,0.29165543,0.58061834,0.17550055
29,0.00000000,0.72507507,0.29306501,0.58252322,0.17620361
30,0.00000000,0.71927084,0.29091515,0.58548702,0.17440424
31,0.00000000,0.71997622,0.28126174,0.60233599,0.18059562
32,0.00000000,0.72264657,0.29259170,0.57780478,0.17344244
33,0.00000000,0.72772527,0.29824242,0.57852489,0.17331442
34,0.00000000,0.72991193,0.29416715,0.58593214,0.17623173
35,0.00000000,0.72807795,0.29428388,0.58393922,0.17615700
36,0.00000000,0.72115520,0.28756962,0.59033351,0.17643363
37,0.00000000,0.72470223,0.29302811,0.59185095,0.17663998
38,0.00000000,0.72792680,0.29180218,0.59246155,0.17731849
39,0.00000000,0.73060723,0.29362416,0.58072108,0.17859179
40,0.00000000,0.72597191,0.29572746,0.57865040,0.17469436
41,0.00000000,0.72767488,0.29478170,0.58019133,0.17561267
42,0.00000000,0.72577037,0.30205118,0.56143533,0.16957157
43,0.00000000,0.72758419,0.30136924,0.57495420,0.17189527
44,0.00000000,0.72347286,0.29924613,0.57903963,0.17067363
45,0.00000000,0.73005300,0.29669555,0.58227132,0.17531917
46,0.00000000,0.72863218,0.29299394,0.58442793,0.17732856
47,0.00000000,0.72752373,0.29458570,0.57829035,0.17456419
48,0.00000000,0.73627038,0.29706065,0.58750102,0.17962060
49,0.00000000,0.72638505,0.29266684,0.57623905,0.17692483
50,0.00000000,0.72906548,0.29323060,0.58650605,0.17726942
51,0.00000000,0.72889417,0.29479104,0.58010833,0.17640540
52,0.00000000,0.72741289,0.29698910,0.57563827,0.17311484
53,0.00000000,0.72662690,0.29535381,0.57764906,0.17492385
54,0.00000000,0.72219311,0.29106805,0.58560612,0.17435746
55,0.00000000,0.71514944,0.29306528,0.56875910,0.16758527
56,0.00000000,0.72100405,0.29364309,0.57957113,0.17339293
57,0.00000000,0.72416816,0.29120548,0.58211752,0.17557017
58,0.00000000,0.72493400,0.29295613,0.58722082,0.17499644
59,0.00000000,0.72384570,0.29294137,0.58442096,0.17355515
60,0.00000000,0.72405732,0.29650698,0.57854679,0.17146234
61,0.00000000,0.71749733,0.28934171,0.58783660,0.17225572
62,0.00000000,0.72934763,0.29500741,0.58613993,0.17663638
63,0.00000000,0.72667728,0.29294802,0.58678842,0.17665686
64,0.00000000,0.72633467,0.29329294,0.58656347,0.17533829
65,0.00000000,0.72541768,0.29286811,0.58673732,0.17449647
66,0.00000000,0.72398678,0.29266912,0.58357146,0.17125986
67,0.00000000,0.72749350,0.28758845,0.59685883,0.18146780
68,0.00000000,0.71975453,0.28913401,0.59178676,0.17214352
69,0.00000000,0.72250549,0.29502893,0.57950439,0.17150282
