epoch,lr-Adam,step,train_loss_epoch,train_loss_step,val_cell_accuracy,val_change_recall,val_copy_rate,val_grid_accuracy,val_loss,val_transformation_quality
,,0,,,0.0,0.0,0.0,0.0,,0.0
,,0,,,0.00000000,0.12287305,0.05709975,0.92264564,,0.01270280
,0.0018498849832733245,0,,,,,,,,
0,,9,,3.7581241130828857,,,,,,
0,,19,,2.251654624938965,,,,,,
0,,29,,1.4846839904785156,,,,,,
0,,39,,0.9248812794685364,,,,,,
0,,49,,0.9823124408721924,,,,,,
0,,59,,1.077004075050354,,,,,,
0,,69,,1.0370069742202759,,,,,,
0,,79,,1.1437078714370728,,,,,,
0,,89,,0.898861825466156,,,,,,
0,,99,,1.1861695051193237,,,,,,
0,,109,,0.953696072101593,,,,,,
0,,119,,0.5859619379043579,,,,,,
0,,129,,1.0779235363006592,,,,,,
0,,139,,1.237583041191101,,,,,,
0,,149,,0.7956993579864502,,,,,,
0,,159,,0.9827415943145752,,,,,,
0,,169,,1.0364431142807007,,,,,,
0,,179,,0.7647535800933838,,,,,,
0,,189,,0.8337712287902832,,,,,,
0,,199,,1.1112960577011108,,,,,,
0,,209,,0.7655125260353088,,,,,,
0,,219,,0.9341310858726501,,,,,,
0,,229,,0.7333393692970276,,,,,,
0,,239,,0.7894251942634583,,,,,,
0,,249,,0.8994871973991394,,,,,,
0,,259,,1.1089515686035156,,,,,,
0,,269,,0.7888677716255188,,,,,,
0,,279,,0.8355506658554077,,,,,,
0,,289,,1.0120298862457275,,,,,,
0,,299,,0.8849406242370605,,,,,,
0,,309,,0.9367732405662537,,,,,,
0,,319,,0.7678736448287964,,,,,,
0,,329,,1.0243993997573853,,,,,,
0,,339,,0.9299442172050476,,,,,,
0,,349,,0.7907971143722534,,,,,,
0,,359,,0.8807023763656616,,,,,,
0,,369,,0.7257642149925232,,,,,,
0,,379,,0.6143745183944702,,,,,,
0,,389,,0.6681090593338013,,,,,,
0,,399,,0.7754872441291809,,,,,,
0,,409,,0.7459771633148193,,,,,,
0,,419,,0.784016489982605,,,,,,
0,,429,,0.7436351180076599,,,,,,
0,,439,,0.6241512894630432,,,,,,
0,,449,,0.8580740690231323,,,,,,
0,,459,,0.8168282508850098,,,,,,
0,,469,,0.7549753785133362,,,,,,
