epoch,val_total_grids,val_total_cells,val_grid_accuracy,val_cell_accuracy,val_copy_rate,val_change_recall,val_transformation_quality
0,64,14067,0.00000000,0.84616478,0.19943314,0.68182894,0.23814734
0,358,99238,0.00279330,0.90015921,0.34230260,0.63387338,0.25686542
1,358,99238,0.00279330,0.89935307,0.32211201,0.66622814,0.26921494
2,358,99238,0.00279330,0.90158004,0.31380539,0.68063515,0.27680616
3,358,99238,0.00279330,0.90187227,0.32643455,0.65822864,0.26778000
4,358,99238,0.00279330,0.90155989,0.32065003,0.66858708,0.27139783
5,358,99238,0.00279330,0.90158004,0.31960415,0.66920048,0.27229709
6,358,99238,0.00279330,0.89789194,0.32738994,0.65358893,0.26547617
7,358,99238,0.00279330,0.89950422,0.31980461,0.66557081,0.27071732
8,358,99238,0.00279330,0.89728733,0.32292594,0.66043239,0.26433130
9,358,99238,0.00279330,0.89813378,0.31760500,0.66618713,0.26845969
10,358,99238,0.00279330,0.89843608,0.31644707,0.67521145,0.27093205
11,358,99238,0.00279330,0.89821439,0.31417975,0.67805239,0.27164936
12,358,99238,0.00279330,0.89450614,0.31863125,0.66399321,0.26736431
13,358,99238,0.00279330,0.89440537,0.31802682,0.67361656,0.26794937
14,358,99238,0.00279330,0.89407284,0.31962194,0.65876022,0.26486966
15,358,99238,0.00279330,0.89533243,0.31339719,0.67341038,0.27083555
16,358,99238,0.00279330,0.89432475,0.31371259,0.67287929,0.26875030
17,358,99238,0.00279330,0.89411314,0.31259980,0.67468909,0.26940832
18,358,99238,0.00279330,0.89181564,0.31847289,0.65842805,0.26314284
19,358,99238,0.00279330,0.89061650,0.31500763,0.66605177,0.26130095
20,358,99238,0.00279330,0.89176525,0.32104758,0.65281732,0.26052833
21,358,99238,0.00279330,0.89144279,0.30956488,0.67564642,0.26881894
22,358,99238,0.00279330,0.89037465,0.30988361,0.67493474,0.26869064
23,358,99238,0.00279330,0.88981035,0.30941156,0.67430743,0.26753180
24,358,99238,0.00279330,0.88771438,0.31434556,0.66317895,0.26083006
25,358,99238,0.00279330,0.88748262,0.31375635,0.66250645,0.26075577
26,358,99238,0.00279330,0.88917552,0.31372612,0.66836021,0.26303223
27,358,99238,0.00279330,0.88772446,0.31398907,0.66255640,0.26238623
28,358,99238,0.00279330,0.88778492,0.31230151,0.66815431,0.26302337
29,358,99238,0.00279330,0.88770431,0.31305231,0.66557896,0.26228712
