epoch,task_id,category,grid_accuracy,cell_accuracy,grid_correct,grid_total,cell_correct,cell_total,copy_rate,change_recall,transformation_quality
48,00d62c1b,C1,0.2500,94.1498,1,400,114183,121278,0.3690,0.7237,0.173748
48,0520fde7,C1,1.5000,79.6227,6,400,38410,48240,0.2302,0.7498,0.441988
48,0962bcdd,C1,0.0000,85.1744,0,400,139347,163602,0.4808,0.4266,0.135264
48,0a938d79,C1,0.0000,96.0303,0,400,154604,160995,0.4373,0.6437,0.169467
48,137eaa0f,C1,0.0000,22.3641,0,400,683,3054,0.0534,0.9450,0.217812
48,1b2d62fb,C1,4.2500,80.7112,17,400,43735,54187,0.1854,0.8246,0.524599
48,1c786137,C1,11.5000,52.0537,46,400,2636,5064,0.2970,0.7172,0.334158
48,1e0a9b12,C1,0.2500,91.8929,1,400,103215,112321,0.3309,0.6193,0.165188
48,1f642eb9,C1,0.0000,95.9795,0,400,123350,128517,0.4037,0.3486,0.036316
48,1f876c06,C1,0.0000,93.0360,0,400,121025,130084,0.4145,0.1774,0.026130
48,228f6490,C1,0.0000,96.9727,0,400,151869,156610,0.4924,0.7063,0.151317
48,234bbc79,C1,0.0000,87.3126,0,400,79664,91240,0.5406,0.4285,0.307396
48,23b5c85d,C1,94.2500,99.9039,377,400,10396,10406,0.1343,0.8590,0.784134
48,25d487eb,C1,0.7500,93.9561,3,400,148786,158357,0.4793,0.4024,0.088593
48,264363fd,S3,0.0000,95.4414,0,400,195172,204494,0.5679,0.7259,0.197634
48,272f95fa,S3,0.0000,96.9649,0,400,120122,123882,0.1828,0.9661,0.412474
48,27a28665,C1,0.0000,0.0000,0,16,0,0,0.0784,0.8699,0.000000
48,28e73c20,C1,0.0000,72.9268,0,400,78327,107405,0.2027,0.7015,0.219599
48,29623171,C1,0.0000,94.9960,0,400,73127,76979,0.3306,0.8370,0.239958
48,2dee498d,C1,2.0000,55.7828,8,400,19201,34421,0.3358,0.6028,0.288229
48,31aa019c,C1,0.0000,97.6046,0,400,120243,123194,0.3010,0.9165,0.266258
48,3618c87e,C1,0.0000,97.3921,0,400,107705,110589,0.3845,0.4100,0.046080
48,3631a71a,A2,0.0000,87.2397,0,400,135218,154996,0.3420,0.9840,0.358863
48,36d67576,C1,0.0000,93.3228,0,400,153166,164125,0.5023,0.2649,0.060007
48,39a8645d,C1,2.5000,51.1598,10,400,1588,3104,0.3967,0.5898,0.346235
48,3ac3eb23,C1,0.0000,91.5548,0,400,96095,104959,0.2903,0.6809,0.179404
48,3f7978a0,C1,0.0000,72.5425,0,400,16523,22777,0.4589,0.5769,0.429945
48,445eab21,C1,99.2500,99.7500,397,400,1197,1200,0.0231,0.9928,0.993308
48,447fd412,C1,0.0000,88.1342,0,400,156870,177990,0.4530,0.6274,0.236956
48,4522001f,S2,0.0000,93.4628,0,400,145030,155174,0.3181,0.9819,0.889563
48,50cb2852,C1,0.0000,95.8726,0,400,148637,155036,0.5065,0.7355,0.173089
48,5117e062,C1,15.7500,63.5127,63,400,2987,4703,0.2880,0.7093,0.496977
48,54d9e175,C1,0.0000,90.8831,0,400,92020,101251,0.1231,0.9749,0.371343
48,5ad4f10b,S3,3.0000,60.7069,12,400,3212,5291,0.4123,0.5936,0.394919
48,5bd6f4ac,C1,9.2500,53.3750,37,400,1708,3200,0.4759,0.7089,0.392060
48,5daaa586,C1,0.0000,74.9952,0,400,19420,25895,0.2546,0.7818,0.553966
48,60b61512,C1,0.0000,94.6221,0,400,155062,163875,0.5005,0.3911,0.077155
48,6150a2bd,C1,6.0000,58.3744,24,400,60062,102891,0.2035,0.6155,0.121441
48,62c24649,C1,8.2500,67.4855,33,400,70957,105144,0.1939,0.9118,0.525909
48,662c240a,C1,7.7500,34.2150,31,400,2807,8204,0.1685,0.8304,0.274712
48,67a423a3,C1,0.0000,95.6569,0,400,106050,110865,0.3843,0.4803,0.079384
48,681b3aeb,C1,0.0000,72.8316,0,400,7994,10976,0.0706,0.9381,0.650079
48,6cdd2623,S3,0.0000,85.9486,0,400,122751,142819,0.2759,0.8126,0.336749
48,6cf79266,S3,0.0000,89.1935,0,400,109485,122750,0.3231,0.6919,0.204549
48,6d0160f0,C1,0.0000,94.9667,0,400,93056,97988,0.2962,0.7638,0.181186
48,6e19193c,C1,1.7500,86.0465,7,400,97834,113699,0.3709,0.1039,0.022981
48,6ecd11f4,S3,0.0000,25.6691,0,400,1592,6202,0.3821,0.6237,0.170528
48,7447852a,C1,0.0000,85.4627,0,400,31152,36451,0.3554,0.5046,0.200187
48,7c008303,C1,0.2500,69.4189,1,400,59878,86256,0.2064,0.7296,0.347084
48,8731374e,S3,0.0000,82.6339,0,400,43558,52712,0.1700,0.8485,0.652540
48,8efcae92,S3,0.0000,71.4202,0,400,33099,46344,0.2462,0.7720,0.531994
48,90c28cc7,S3,0.5000,22.4956,2,400,3081,13696,0.0923,0.9043,0.203053
48,913fb3ed,C1,0.7500,79.0432,3,400,73243,92662,0.2424,0.5348,0.130402
48,91714a58,S3,0.0000,98.6242,0,400,132048,133890,0.3380,0.9301,0.257503
48,928ad970,C1,0.0000,92.3261,0,400,142726,154589,0.4740,0.4931,0.122302
48,941d9a10,C1,0.0000,97.5751,0,400,121805,124832,0.3975,0.5402,0.088754
48,9565186b,C1,1.0000,99.1632,4,400,99774,100616,0.2219,0.9444,0.290841
48,95990924,C1,0.7500,93.0360,3,400,117177,125948,0.4114,0.2690,0.061052
48,963e52fc,C1,0.0000,88.8316,0,400,116197,130806,0.2655,0.9453,0.651220
48,9af7a82c,C1,0.0000,83.1886,0,400,35549,42733,0.0733,0.9576,0.495658
48,9edfc990,C1,0.7500,90.9244,3,400,110324,121336,0.3493,0.4513,0.125056
48,a2fd1cf0,S3,0.0000,97.8622,0,400,112064,114512,0.3918,0.2827,0.031698
48,a61f2674,C1,0.0000,97.0259,0,400,127069,130964,0.3908,0.9738,0.258948
48,a8d7556c,S3,0.2500,88.3250,1,400,112822,127735,0.3217,0.7346,0.207141
48,ac0a08a4,S2,7.7500,91.4222,31,400,76109,83250,0.2557,0.9177,0.740467
48,b1948b0a,C1,1.2500,96.9323,5,400,98237,101346,0.2729,0.7718,0.233248
48,b548a754,C1,0.0000,96.2921,0,400,115721,120177,0.3418,0.7705,0.175609
48,b6afb2da,C1,0.0000,92.8160,0,400,147907,159355,0.4024,0.9830,0.344315
48,b782dc8a,S3,0.0000,95.0750,0,400,111097,116852,0.3873,0.4534,0.069833
48,bbc9ae5d,C1,1.7500,90.3126,7,400,64261,71154,0.3564,0.9319,0.779733
48,bc1d5164,C1,0.0000,81.9813,0,400,22435,27366,0.3728,0.6688,0.561044
48,bdad9b1f,C1,0.0000,87.2049,0,400,100501,115247,0.3044,0.6782,0.214395
48,c909285e,S3,0.0000,77.3638,0,400,8223,10629,0.1633,0.8574,0.672982
48,c9e6f938,C1,8.2500,60.4767,33,400,58175,96194,0.1840,0.8816,0.318603
48,cce03e0d,S2,0.0000,79.7951,0,400,52806,66177,0.2151,0.9389,0.702446
48,ce9e57f2,C1,0.0000,97.3159,0,400,126065,129542,0.4032,0.7103,0.122691
48,cf98881b,C1,0.0000,55.6869,0,400,19594,35186,0.2047,0.7713,0.381583
48,d037b0a7,C1,0.2500,93.0678,1,400,105269,113110,0.3313,0.6096,0.190514
48,d4469b4b,C1,0.0000,38.8438,0,400,1243,3200,0.0695,0.9404,0.359055
48,d90796e8,C1,0.0000,96.4238,0,400,104131,107993,0.3898,0.1690,0.016594
48,db3e9e38,C1,0.0000,93.1120,0,400,95721,102802,0.2485,0.6803,0.187232
48,ddf7fa4f,C1,0.0000,98.6079,0,400,151585,153725,0.4084,0.9456,0.261133
48,e40b9e2f,C1,0.0000,92.3173,0,400,117483,127260,0.4134,0.2206,0.035246
48,e48d4e1a,C1,0.0000,93.2505,0,400,101326,108660,0.2943,0.7426,0.188373
48,e50d258f,C1,2.5000,46.7990,10,400,5541,11840,0.0908,0.9232,0.438864
48,e98196ab,C1,0.0000,77.0106,0,400,41672,54112,0.4593,0.4869,0.338379
48,e9afcf9a,C1,8.7500,89.6306,35,400,94329,105242,0.2276,0.8539,0.227244
48,eb281b96,S2,0.0000,89.5119,0,400,112947,126181,0.1733,0.9980,0.791704
48,ec883f72,C1,0.0000,97.7097,0,400,123125,126011,0.4336,0.0033,0.000145
48,f1cefba8,S3,0.0000,91.8615,0,400,127626,138933,0.3361,0.7461,0.245992
48,f25ffba3,C1,0.0000,78.8023,0,400,92495,117376,0.3094,0.7885,0.197799
48,f35d900a,S3,0.0000,88.1400,0,400,103323,117226,0.3478,0.5223,0.095833
