epoch,val_total_grids,val_total_cells,val_grid_accuracy,val_cell_accuracy,val_copy_rate,val_change_recall,val_transformation_quality
0,64,14067,0.00000000,0.05950096,0.03322580,0.93929517,0.02092048
0,358,99238,0.00000000,0.72185050,0.30481401,0.55473846,0.16335870
1,358,99238,0.00000000,0.72101413,0.30065443,0.56636043,0.17149531
2,358,99238,0.00000000,0.72514561,0.29225514,0.60024449,0.17880422
3,358,99238,0.00000000,0.72480300,0.30918587,0.54557879,0.16605809
4,358,99238,0.00000000,0.72339225,0.30928049,0.55589804,0.16653952
5,358,99238,0.00000000,0.72506500,0.30859070,0.55031155,0.16768886
6,358,99238,0.00000000,0.71457506,0.29966580,0.57107162,0.16990944
7,358,99238,0.00000000,0.72500453,0.30206678,0.57495310,0.17393884
8,358,99238,0.00000000,0.72615329,0.30620584,0.55450451,0.16969409
9,358,99238,0.00000000,0.72529676,0.30375278,0.56457320,0.17074513
10,358,99238,0.00000000,0.72474254,0.30705468,0.54704167,0.16737037
11,358,99238,0.00000000,0.72724158,0.30754455,0.55270950,0.16871012
12,358,99238,0.00000000,0.72534715,0.30711753,0.55976585,0.16767160
13,358,99238,0.00000000,0.72257603,0.30284960,0.56124258,0.16641982
14,358,99238,0.00000000,0.72944840,0.29834942,0.57590905,0.17515023
15,358,99238,0.00000000,0.72671759,0.29964977,0.56295647,0.17230289
16,358,99238,0.00000000,0.72802757,0.29741547,0.56906856,0.17537034
17,358,99238,0.00000000,0.72869264,0.29980679,0.56574279,0.17322345
18,358,99238,0.00000000,0.72301941,0.30569536,0.55504687,0.16561278
19,358,99238,0.00000000,0.71438360,0.30712307,0.54378474,0.16373222
20,358,99238,0.00000000,0.72801749,0.30121735,0.57155173,0.17394123
21,358,99238,0.00000000,0.73176606,0.31236450,0.54809402,0.16757070
22,358,99238,0.00000000,0.72621375,0.31211210,0.54543252,0.16430112
23,358,99238,0.00000000,0.72888410,0.31177726,0.54775333,0.16597652
24,358,99238,0.00000000,0.71453475,0.30862815,0.55604614,0.15945675
25,358,99238,0.00000000,0.71699349,0.30647141,0.54651909,0.16014921
26,358,99238,0.00000000,0.72683851,0.29728412,0.57594242,0.17503294
27,358,99238,0.00000000,0.72628429,0.29968672,0.57069814,0.17283346
28,358,99238,0.00000000,0.72946855,0.30658442,0.55974893,0.16949247
29,358,99238,0.00000000,0.73038554,0.30539094,0.56162802,0.17008785
30,358,99238,0.00000000,0.71143111,0.30344405,0.55854235,0.16190626
31,358,99238,0.00000000,0.72518592,0.29591506,0.57881805,0.17457917
32,358,99238,0.00000000,0.72979101,0.29834981,0.58601385,0.17755912
33,358,99238,0.00000000,0.72413793,0.30187771,0.56788975,0.17108808
34,358,99238,0.00000000,0.72847095,0.30140041,0.56715053,0.17388959
35,358,99238,0.00000000,0.72901510,0.30224460,0.56764429,0.17293142
36,358,99238,0.00000000,0.72495415,0.30867083,0.55470151,0.16674151
37,358,99238,0.00000000,0.72378524,0.30355708,0.56305418,0.16877884
38,358,99238,0.00000000,0.73187690,0.30767950,0.56560741,0.17250045
39,358,99238,0.00000000,0.72653621,0.30661396,0.56513177,0.16987219
40,358,99238,0.00000000,0.72672766,0.30669467,0.56581143,0.16968559
41,358,99238,0.00000000,0.72637498,0.30711602,0.56399217,0.16968332
42,358,99238,0.00000000,0.72468208,0.30203964,0.58077130,0.16995282
43,358,99238,0.00000000,0.72111490,0.30316803,0.56575191,0.16305916
44,358,99238,0.00000000,0.72011729,0.30454711,0.56480208,0.16560016
