epoch,task_id,category,grid_accuracy,cell_accuracy,grid_correct,grid_total,cell_correct,cell_total,copy_rate,change_recall,transformation_quality
11,00d62c1b,C1,0.2500,94.2471,1,400,114301,121278,0.3678,0.7358,0.175818
11,0520fde7,C1,1.7500,80.9826,7,400,39066,48240,0.2578,0.6919,0.428252
11,0962bcdd,C1,0.0000,85.4666,0,400,139825,163602,0.4911,0.3669,0.120293
11,0a938d79,C1,0.0000,95.7073,0,400,154084,160995,0.4399,0.6066,0.159747
11,137eaa0f,C1,0.0000,21.7420,0,400,664,3054,0.0643,0.9337,0.216217
11,1b2d62fb,C1,4.2500,82.4367,17,400,44670,54187,0.2367,0.7344,0.506273
11,1c786137,C1,11.5000,52.7844,46,400,2673,5064,0.4549,0.5380,0.264180
11,1e0a9b12,C1,0.2500,90.6847,1,400,101858,112321,0.3283,0.6029,0.158302
11,1f642eb9,C1,0.0000,96.0309,0,400,123416,128517,0.4041,0.3518,0.039032
11,1f876c06,C1,0.0000,93.2728,0,400,121333,130084,0.4179,0.1369,0.021770
11,228f6490,C1,0.0000,97.2422,0,400,152291,156610,0.4933,0.7117,0.152410
11,234bbc79,C1,0.0000,87.4430,0,400,79783,91240,0.5932,0.3006,0.225848
11,23b5c85d,C1,93.7500,99.9039,375,400,10396,10406,0.2862,0.6749,0.669006
11,25d487eb,C1,0.7500,94.0375,3,400,148915,158357,0.4826,0.3792,0.083275
11,264363fd,S3,0.0000,95.4962,0,400,195284,204494,0.5704,0.7074,0.194511
11,272f95fa,S3,0.0000,96.7881,0,400,119903,123882,0.1823,0.9670,0.411854
11,27a28665,C1,0.0000,0.0000,0,16,0,0,0.2751,0.4643,0.000000
11,28e73c20,C1,0.0000,76.8018,0,400,82489,107405,0.1639,0.7956,0.256562
11,29623171,C1,0.0000,94.7414,0,400,72931,76979,0.3312,0.8291,0.237117
11,2dee498d,C1,2.0000,56.8926,8,400,19583,34421,0.3936,0.5107,0.258993
11,31aa019c,C1,0.0000,97.7085,0,400,120371,123194,0.3004,0.9240,0.267548
11,3618c87e,C1,0.0000,97.4871,0,400,107810,110589,0.3857,0.3751,0.042037
11,3631a71a,A2,0.0000,87.3132,0,400,135332,154996,0.3427,0.9809,0.358999
11,36d67576,C1,0.0000,93.5592,0,400,153554,164125,0.5052,0.2443,0.056361
11,39a8645d,C1,2.5000,50.3866,10,400,1564,3104,0.4267,0.5492,0.324426
11,3ac3eb23,C1,0.0000,90.8841,0,400,95391,104959,0.2949,0.6372,0.169647
11,3f7978a0,C1,0.0000,72.4371,0,400,16499,22777,0.5752,0.4305,0.351203
11,445eab21,C1,98.0000,99.3333,392,400,1192,1200,0.0321,0.9819,0.981369
11,447fd412,C1,0.0000,88.5010,0,400,157523,177990,0.4578,0.6196,0.236136
11,4522001f,S2,0.0000,93.7322,0,400,145448,155174,0.3159,0.9831,0.892117
11,50cb2852,C1,0.0000,95.7287,0,400,148414,155036,0.5064,0.7100,0.169248
11,5117e062,C1,14.7500,63.2150,59,400,2973,4703,0.4283,0.5588,0.423563
11,54d9e175,C1,0.0000,88.9305,0,400,90043,101251,0.1246,0.9632,0.359981
11,5ad4f10b,S3,2.7500,60.5935,11,400,3206,5291,0.4699,0.5289,0.365435
11,5bd6f4ac,C1,9.0000,53.8750,36,400,1724,3200,0.5105,0.6763,0.384228
11,5daaa586,C1,0.0000,73.2883,0,400,18978,25895,0.3798,0.6308,0.471383
11,60b61512,C1,0.0000,94.4818,0,400,154832,163875,0.5034,0.3428,0.069297
11,6150a2bd,C1,6.0000,59.6680,24,400,61393,102891,0.2070,0.6163,0.124793
11,62c24649,C1,8.0000,67.1308,32,400,70584,105144,0.1991,0.9088,0.520653
11,662c240a,C1,8.0000,33.7518,32,400,2769,8204,0.1967,0.7984,0.264568
11,67a423a3,C1,0.0000,95.6776,0,400,106073,110865,0.3829,0.5152,0.081551
11,681b3aeb,C1,0.0000,72.3305,0,400,7939,10976,0.0484,0.9588,0.660320
11,6cdd2623,S3,0.0000,85.4858,0,400,122090,142819,0.2808,0.7923,0.330037
11,6cf79266,S3,0.0000,89.9984,0,400,110473,122750,0.3051,0.7712,0.222509
11,6d0160f0,C1,0.0000,95.1157,0,400,93202,97988,0.2966,0.7529,0.181642
11,6e19193c,C1,1.7500,87.3622,7,400,99330,113699,0.3802,0.0692,0.015484
11,6ecd11f4,S3,0.0000,26.0239,0,400,1614,6202,0.5424,0.4523,0.123398
11,7447852a,C1,0.0000,86.3653,0,400,31481,36451,0.3582,0.5134,0.204319
11,7c008303,C1,0.2500,69.9267,1,400,60316,86256,0.2273,0.6778,0.336542
11,8731374e,S3,0.0000,83.1272,0,400,43818,52712,0.2113,0.7910,0.630013
11,8efcae92,S3,0.0000,72.2510,0,400,33484,46344,0.3757,0.5985,0.456129
11,90c28cc7,S3,0.5000,21.9845,2,400,3011,13696,0.1337,0.8589,0.189995
11,913fb3ed,C1,0.5000,78.0795,2,400,72350,92662,0.2388,0.5401,0.128304
11,91714a58,S3,0.0000,98.6743,0,400,132115,133890,0.3370,0.9376,0.258558
11,928ad970,C1,0.0000,92.3817,0,400,142812,154589,0.4779,0.4645,0.117980
11,941d9a10,C1,0.0000,97.3685,0,400,121547,124832,0.3978,0.5246,0.087341
11,9565186b,C1,1.0000,98.8789,4,400,99488,100616,0.2225,0.9375,0.288688
11,95990924,C1,0.7500,93.1980,3,400,117381,125948,0.4088,0.3145,0.070571
11,963e52fc,C1,0.0000,88.9348,0,400,116332,130806,0.2692,0.9401,0.650303
11,9af7a82c,C1,0.0000,81.8595,0,400,34981,42733,0.0757,0.9514,0.485164
11,9edfc990,C1,0.7500,92.3114,3,400,112007,121336,0.3359,0.5517,0.145250
11,a2fd1cf0,S3,0.0000,97.7932,0,400,111985,114512,0.3918,0.2822,0.032225
11,a61f2674,C1,0.0000,97.2527,0,400,127366,130964,0.3908,0.9735,0.260069
11,a8d7556c,S3,0.2500,88.8793,1,400,113530,127735,0.3173,0.7512,0.213163
11,ac0a08a4,S2,8.7500,91.3165,35,400,76021,83250,0.2520,0.9133,0.730861
11,b1948b0a,C1,1.2500,98.3107,5,400,99634,101346,0.2739,0.7594,0.236880
11,b548a754,C1,0.0000,96.2913,0,400,115720,120177,0.3418,0.7700,0.176484
11,b6afb2da,C1,0.0000,92.7420,0,400,147789,159355,0.4028,0.9796,0.343105
11,b782dc8a,S3,0.0000,95.4062,0,400,111484,116852,0.3900,0.4554,0.070805
11,bbc9ae5d,C1,1.0000,92.2464,4,400,65637,71154,0.3424,0.9522,0.807543
11,bc1d5164,C1,0.0000,82.7816,0,400,22654,27366,0.4670,0.5346,0.491985
11,bdad9b1f,C1,0.0000,86.4257,0,400,99603,115247,0.3070,0.6555,0.206738
11,c909285e,S3,0.0000,75.5763,0,400,8033,10629,0.2481,0.7621,0.611440
11,c9e6f938,C1,8.2500,62.1255,33,400,59761,96194,0.1906,0.8754,0.325952
11,cce03e0d,S2,0.0000,80.7834,0,400,53460,66177,0.2100,0.9449,0.712811
11,ce9e57f2,C1,0.0000,97.4981,0,400,126301,129542,0.4040,0.7068,0.123765
11,cf98881b,C1,0.0000,57.4262,0,400,20206,35186,0.2406,0.7160,0.377900
11,d037b0a7,C1,0.2500,91.8071,1,400,103843,113110,0.3380,0.5515,0.174350
11,d4469b4b,C1,0.0000,38.2812,0,400,1225,3200,0.0881,0.9209,0.350471
11,d90796e8,C1,0.0000,96.1840,0,400,103872,107993,0.3883,0.2020,0.018023
11,db3e9e38,C1,0.0000,93.3260,0,400,95941,102802,0.2484,0.6888,0.188453
11,ddf7fa4f,C1,0.0000,98.8154,0,400,151904,153725,0.4087,0.9509,0.263274
11,e40b9e2f,C1,0.0000,92.6057,0,400,117850,127260,0.4153,0.2111,0.034773
11,e48d4e1a,C1,0.0000,92.9091,0,400,100955,108660,0.2952,0.7302,0.185143
11,e50d258f,C1,2.5000,47.8041,10,400,5660,11840,0.1300,0.8840,0.439619
11,e98196ab,C1,0.0000,78.3283,0,400,42385,54112,0.5262,0.3592,0.274674
11,e9afcf9a,C1,9.2500,90.0477,37,400,94768,105242,0.2311,0.8380,0.226615
11,eb281b96,S2,0.0000,87.6019,0,400,110537,126181,0.1732,0.9982,0.776001
11,ec883f72,C1,0.0000,97.7748,0,400,123207,126011,0.4339,0.0022,0.000103
11,f1cefba8,S3,0.0000,92.0141,0,400,127838,138933,0.3377,0.7353,0.244911
11,f25ffba3,C1,0.0000,78.9557,0,400,92675,117376,0.3129,0.7724,0.195314
11,f35d900a,S3,0.0000,88.6305,0,400,103898,117226,0.3500,0.5126,0.095381
