epoch,lr-Adam,step,train_loss_epoch,train_loss_step,val_cell_accuracy,val_change_recall,val_copy_rate,val_grid_accuracy,val_loss,val_transformation_quality
,,0,,,0.0,0.0,0.0,0.0,,0.0
,0.0018498849832733245,0,,,,,,,,
0,,9,,3.5324296951293945,,,,,,
0,,19,,1.7823448181152344,,,,,,
0,,29,,1.6828351020812988,,,,,,
0,,39,,1.0860413312911987,,,,,,
0,,49,,1.136603832244873,,,,,,
0,,59,,1.1622463464736938,,,,,,
0,,69,,1.1791126728057861,,,,,,
0,,79,,0.9302188158035278,,,,,,
0,,89,,0.9637918472290039,,,,,,
0,,99,,0.7054428458213806,,,,,,
0,,109,,0.8418537378311157,,,,,,
0,,119,,0.9313623905181885,,,,,,
0,,129,,0.8267087340354919,,,,,,
0,,139,,0.8783361315727234,,,,,,
0,,149,,1.0668915510177612,,,,,,
0,,159,,1.0055643320083618,,,,,,
0,,169,,0.7999033331871033,,,,,,
0,,179,,1.0285307168960571,,,,,,
0,,189,,0.8601306080818176,,,,,,
0,,199,,0.7787882089614868,,,,,,
0,,209,,0.8013167381286621,,,,,,
0,,219,,0.789972722530365,,,,,,
0,,229,,0.8387436866760254,,,,,,
0,,239,,0.8158285617828369,,,,,,
0,,249,,0.8729170560836792,,,,,,
0,,259,,0.9048594832420349,,,,,,
0,,269,,0.8153883218765259,,,,,,
0,,279,,0.6775806546211243,,,,,,
0,,289,,0.721655547618866,,,,,,
0,,299,,0.9542157053947449,,,,,,
0,,309,,0.9637206196784973,,,,,,
0,,319,,0.7324641942977905,,,,,,
0,,329,,1.1285496950149536,,,,,,
0,,339,,0.7310492992401123,,,,,,
0,,349,,0.7285044193267822,,,,,,
0,,359,,0.762963593006134,,,,,,
0,,369,,0.6982013583183289,,,,,,
0,,379,,0.8318054676055908,,,,,,
0,,389,,0.9701946377754211,,,,,,
0,,399,,0.702516496181488,,,,,,
0,,409,,0.7889523506164551,,,,,,
0,,419,,0.787284255027771,,,,,,
0,,429,,0.7531474828720093,,,,,,
0,,439,,0.8807924389839172,,,,,,
0,,449,,0.5260785222053528,,,,,,
0,,459,,0.768081545829773,,,,,,
0,,469,,0.9187091588973999,,,,,,
0,,479,,0.6995142102241516,,,,,,
0,,489,,0.8608271479606628,,,,,,
0,,499,,0.8706815838813782,,,,,,
0,,509,,0.9122722148895264,,,,,,
0,,519,,0.7094441056251526,,,,,,
0,,529,,0.7290223240852356,,,,,,
0,,539,,0.8407396078109741,,,,,,
0,,549,,0.8888428211212158,,,,,,
0,,559,,0.7987432479858398,,,,,,
0,,569,,0.7003829479217529,,,,,,
0,,579,,0.6770584583282471,,,,,,
0,,589,,0.5826842784881592,,,,,,
0,,599,,0.7691856622695923,,,,,,
0,,609,,0.92464280128479,,,,,,
0,,619,,0.7717723846435547,,,,,,
0,,629,,0.637230396270752,,,,,,
0,,639,,0.8539730310440063,,,,,,
0,,649,,0.6774906516075134,,,,,,
0,,659,,0.8811388611793518,,,,,,
0,,669,,0.6059895753860474,,,,,,
0,,679,,0.9215646386146545,,,,,,
0,,689,,0.8619865775108337,,,,,,
0,,699,,0.6537012457847595,,,,,,
0,,709,,0.7354716062545776,,,,,,
0,,719,,0.8877807259559631,,,,,,
0,,729,,0.6894255876541138,,,,,,
0,,739,,0.6941991448402405,,,,,,
0,,749,,0.6831499338150024,,,,,,
0,,759,,0.8584427237510681,,,,,,
0,,769,,0.7679218649864197,,,,,,
0,,779,,0.8202607035636902,,,,,,
0,,789,,0.8071531057357788,,,,,,
0,,799,,0.7698207497596741,,,,,,
0,,809,,0.8340951800346375,,,,,,
0,,819,,0.9055243730545044,,,,,,
0,,829,,0.5922080874443054,,,,,,
0,,839,,0.6104336977005005,,,,,,
0,,849,,0.9638807773590088,,,,,,
0,,859,,0.8759417533874512,,,,,,
0,,869,,0.7801282405853271,,,,,,
0,,879,,0.9549460411071777,,,,,,
0,,889,,0.6772119998931885,,,,,,
0,,899,,0.7989606261253357,,,,,,
0,,909,,0.9132755398750305,,,,,,
0,,919,,0.8247764706611633,,,,,,
0,,929,,0.6816185116767883,,,,,,
0,,939,,0.7339789867401123,,,,,,
0,,949,,0.7817609906196594,,,,,,
0,,959,,0.6079176664352417,,,,,,
0,,969,,0.7028709053993225,,,,,,
0,,979,,0.7752552628517151,,,,,,
0,,989,,0.6554557681083679,,,,,,
0,,999,,0.7273156046867371,,,,,,
0,,1009,,0.6797351837158203,,,,,,
0,,1019,,0.8045294880867004,,,,,,
0,,1029,,0.8095786571502686,,,,,,
0,,1039,,0.8991683721542358,,,,,,
0,,1049,,0.7207072377204895,,,,,,
0,,1059,,0.7286187410354614,,,,,,
0,,1069,,0.6623256206512451,,,,,,
0,,1079,,0.7647914290428162,,,,,,
0,,1089,,0.8520355224609375,,,,,,
0,,1099,,0.8751664757728577,,,,,,
0,,1109,,0.8467036485671997,,,,,,
0,,1119,,0.9953962564468384,,,,,,
0,,1129,,0.8332234621047974,,,,,,
0,,1139,,0.6472440361976624,,,,,,
0,,1149,,0.6851727962493896,,,,,,
0,,1159,,0.9339314699172974,,,,,,
0,,1169,,0.7941620349884033,,,,,,
0,,1179,,0.6923549771308899,,,,,,
0,,1189,,0.8469699621200562,,,,,,
0,,1199,,0.7624425888061523,,,,,,
0,,1209,,0.7838528752326965,,,,,,
0,,1219,,0.7182273268699646,,,,,,
0,,1229,,0.8544350266456604,,,,,,
0,,1239,,0.8316575884819031,,,,,,
0,,1249,,0.6514057517051697,,,,,,
0,,1259,,0.9116684198379517,,,,,,
0,,1269,,0.8879604935646057,,,,,,
0,,1279,,0.6885557174682617,,,,,,
0,,1289,,0.7228710055351257,,,,,,
