epoch,val_total_grids,val_total_cells,val_grid_accuracy,val_cell_accuracy,val_copy_rate,val_change_recall,val_transformation_quality
0,64,14067,0.00000000,0.84616478,0.19943314,0.68182894,0.23814734
0,358,99238,0.00279330,0.89959491,0.33465042,0.64634331,0.26050073
1,358,99238,0.00279330,0.89797255,0.33040089,0.65557453,0.26045622
2,358,99238,0.00279330,0.90162035,0.33123508,0.65233926,0.26470915
3,358,99238,0.00279330,0.90072351,0.32391408,0.66211534,0.26738285
4,358,99238,0.00279330,0.90107620,0.32368435,0.66563565,0.26896572
5,358,99238,0.00279330,0.90086459,0.32143701,0.66815478,0.26992320
6,358,99238,0.00279330,0.89798263,0.32233452,0.66348923,0.26748641
7,358,99238,0.00279330,0.89916161,0.31721208,0.67242712,0.27277459
8,358,99238,0.00279330,0.89832524,0.32494031,0.66075092,0.26712971
9,358,99238,0.00279330,0.89833532,0.32244811,0.66369475,0.26717758
10,358,99238,0.00279330,0.89815393,0.31554250,0.67517590,0.27223228
11,358,99238,0.00279330,0.89822447,0.31473585,0.67963075,0.27285423
12,358,99238,0.00279330,0.89600758,0.31965899,0.66177943,0.26628494
13,358,99238,0.00279330,0.89559443,0.31734678,0.66602702,0.26878355
14,358,99238,0.00279330,0.89462706,0.32093411,0.66477598,0.26741247
15,358,99238,0.00279330,0.89451621,0.31740456,0.66928123,0.26844543
16,358,99238,0.00279330,0.89422399,0.31479078,0.67544712,0.26957052
17,358,99238,0.00279330,0.89401237,0.31202150,0.67843676,0.27107072
18,358,99238,0.00279330,0.89227917,0.31825711,0.67048267,0.26462893
19,358,99238,0.00279330,0.89165441,0.32017354,0.65844313,0.26288544
20,358,99238,0.00279330,0.89199702,0.31402810,0.67188467,0.26665665
21,358,99238,0.00279330,0.89147302,0.31286951,0.67550599,0.26904982
22,358,99238,0.00279330,0.89170479,0.31216979,0.67643801,0.26877766
23,358,99238,0.00279330,0.89122110,0.31119567,0.67811272,0.26856871
24,358,99238,0.00279330,0.89040489,0.30913530,0.68616520,0.26928891
25,358,99238,0.00279330,0.88887321,0.31337829,0.67380033,0.26676872
26,358,99238,0.00279330,0.88639432,0.31984784,0.66415872,0.25847747
27,358,99238,0.00279330,0.88879260,0.31517111,0.67378390,0.26394783
28,358,99238,0.00279330,0.88706947,0.31737691,0.66479791,0.26121503
29,358,99238,0.00279330,0.88664624,0.31584049,0.66687504,0.26112425
30,358,99238,0.00279330,0.88405651,0.31422958,0.66627715,0.25919537
31,358,99238,0.00279330,0.88555795,0.31967283,0.65709640,0.25849655
32,358,99238,0.00279330,0.88642456,0.31489677,0.66766305,0.25996444
33,358,99238,0.00279330,0.88619279,0.31284411,0.67711996,0.26303857
34,358,99238,0.00279330,0.88448981,0.31271201,0.67212520,0.26098003
35,358,99238,0.00279330,0.88433866,0.31165514,0.67353202,0.26133804
36,358,99238,0.00279330,0.87899796,0.30877938,0.67646086,0.25772340
