epoch,lr-Adam,step,train_loss_epoch,train_loss_step,val_cell_accuracy,val_change_recall,val_copy_rate,val_grid_accuracy,val_loss,val_transformation_quality
,,0,,,0.0,0.0,0.0,0.0,,0.0
,0.0018498849832733245,0,,,,,,,,
0,,9,,4.471537113189697,,,,,,
0,,19,,2.227879524230957,,,,,,
0,,29,,1.3119750022888184,,,,,,
0,,39,,1.6022295951843262,,,,,,
0,,49,,1.3729467391967773,,,,,,
0,,59,,1.3710424900054932,,,,,,
0,,69,,1.296103835105896,,,,,,
0,,79,,1.0200163125991821,,,,,,
0,,89,,0.8433854579925537,,,,,,
0,,99,,0.9052428007125854,,,,,,
0,,109,,0.9434002041816711,,,,,,
0,,119,,0.8065103888511658,,,,,,
0,,129,,0.7387862205505371,,,,,,
0,,139,,1.1207497119903564,,,,,,
0,,149,,0.7614467740058899,,,,,,
0,,159,,0.8724151253700256,,,,,,
0,,169,,0.8146408200263977,,,,,,
0,,179,,1.1194087266921997,,,,,,
0,,189,,1.0260981321334839,,,,,,
0,,199,,0.8523386716842651,,,,,,
0,,209,,0.9175192713737488,,,,,,
0,,219,,0.8887590765953064,,,,,,
0,,229,,1.167305827140808,,,,,,
0,,239,,0.9387654662132263,,,,,,
0,,249,,0.8856693506240845,,,,,,
0,,259,,0.997307300567627,,,,,,
0,,269,,1.0821298360824585,,,,,,
0,,279,,0.9415464401245117,,,,,,
0,,289,,0.8804987668991089,,,,,,
0,,299,,0.9613303542137146,,,,,,
0,,309,,0.7730487585067749,,,,,,
0,,319,,0.5832883715629578,,,,,,
0,,329,,0.8982053399085999,,,,,,
0,,339,,0.798561155796051,,,,,,
0,,349,,0.6533881425857544,,,,,,
0,,359,,0.9982477426528931,,,,,,
0,,369,,0.9253799915313721,,,,,,
0,,379,,0.8517326712608337,,,,,,
0,,389,,1.0037500858306885,,,,,,
0,,399,,0.823152482509613,,,,,,
0,,409,,0.8734012842178345,,,,,,
0,,419,,0.7980518341064453,,,,,,
0,,429,,0.6993134021759033,,,,,,
0,,439,,0.9552717804908752,,,,,,
0,,449,,0.9383487701416016,,,,,,
0,,459,,0.7677761316299438,,,,,,
0,,469,,1.10419762134552,,,,,,
0,,479,,1.0744755268096924,,,,,,
0,,489,,0.9398797750473022,,,,,,
0,,499,,0.7000012397766113,,,,,,
0,,509,,0.8106144666671753,,,,,,
0,,519,,0.862657368183136,,,,,,
0,,529,,0.638617217540741,,,,,,
0,,539,,1.0172760486602783,,,,,,
0,,549,,0.6978293657302856,,,,,,
0,,559,,0.7568329572677612,,,,,,
0,,569,,0.6414073705673218,,,,,,
0,,579,,0.7157337069511414,,,,,,
0,,589,,0.5839647650718689,,,,,,
0,,599,,0.7388416528701782,,,,,,
0,,609,,0.9415368437767029,,,,,,
0,,619,,0.7824668288230896,,,,,,
0,,629,,0.8560701012611389,,,,,,
0,,639,,0.8777756690979004,,,,,,
0,,649,,0.7618575096130371,,,,,,
0,,659,,0.7829673886299133,,,,,,
0,,669,,0.7913060188293457,,,,,,
0,,679,,0.8449566960334778,,,,,,
0,,689,,0.7987409234046936,,,,,,
0,,699,,0.6783884763717651,,,,,,
0,,709,,0.6617612242698669,,,,,,
0,,719,,0.9223614931106567,,,,,,
0,,729,,0.5183483362197876,,,,,,
0,,739,,0.7115828394889832,,,,,,
0,,749,,0.677026093006134,,,,,,
0,,759,,0.825071394443512,,,,,,
0,,769,,0.7525014281272888,,,,,,
0,,779,,0.8051000833511353,,,,,,
0,,789,,1.0270330905914307,,,,,,
0,,799,,0.7163171768188477,,,,,,
0,,809,,0.6347983479499817,,,,,,
0,,819,,0.9553979635238647,,,,,,
0,,829,,0.7977385520935059,,,,,,
0,,839,,0.8690595030784607,,,,,,
0,,849,,0.6609311103820801,,,,,,
0,,859,,0.7894930243492126,,,,,,
0,,869,,0.8663780093193054,,,,,,
0,,879,,0.8883348703384399,,,,,,
0,,889,,0.7750910520553589,,,,,,
0,,899,,0.8920164108276367,,,,,,
0,,909,,0.7082791924476624,,,,,,
0,,919,,0.7941487431526184,,,,,,
0,,929,,0.6192234754562378,,,,,,
0,,939,,0.7321040630340576,,,,,,
0,,949,,0.7065712213516235,,,,,,
0,,959,,0.7442155480384827,,,,,,
0,,969,,0.6259284019470215,,,,,,
0,,979,,0.7138778567314148,,,,,,
0,,989,,0.804685115814209,,,,,,
0,,999,,0.9150248169898987,,,,,,
0,,1009,,0.9340780377388,,,,,,
0,,1019,,0.7514082789421082,,,,,,
0,,1029,,0.6237881183624268,,,,,,
0,,1039,,0.7031199932098389,,,,,,
0,,1049,,0.6668835282325745,,,,,,
0,,1059,,0.6659030914306641,,,,,,
0,,1069,,0.7557239532470703,,,,,,
0,,1079,,0.7311016917228699,,,,,,
0,,1089,,0.6430332064628601,,,,,,
0,,1099,,0.7254729270935059,,,,,,
0,,1109,,0.721617579460144,,,,,,
0,,1119,,0.7596758604049683,,,,,,
0,,1129,,0.882387101650238,,,,,,
0,,1139,,0.7788840532302856,,,,,,
0,,1149,,0.7282635569572449,,,,,,
0,,1159,,0.8846092820167542,,,,,,
0,,1169,,0.8799523115158081,,,,,,
0,,1179,,0.94576495885849,,,,,,
0,,1189,,0.8697656989097595,,,,,,
0,,1199,,0.8876538872718811,,,,,,
0,,1209,,0.6650192141532898,,,,,,
0,,1219,,0.6588577032089233,,,,,,
0,,1229,,0.7849825024604797,,,,,,
0,,1239,,0.7231718897819519,,,,,,
0,,1249,,0.8246068954467773,,,,,,
0,,1259,,0.6987167000770569,,,,,,
0,,1269,,0.9214690923690796,,,,,,
0,,1279,,0.8015472888946533,,,,,,
0,,1289,,0.9149435758590698,,,,,,
