epoch,val_total_grids,val_total_cells,val_grid_accuracy,val_cell_accuracy,val_copy_rate,val_change_recall,val_transformation_quality
0,64,14067,0.00000000,0.84616478,0.19943314,0.68182894,0.23814734
0,358,99238,0.00279330,0.90142889,0.34175261,0.63911825,0.25880226
1,358,99238,0.00279330,0.90090490,0.33101885,0.64744459,0.26343687
2,358,99238,0.00279330,0.90084443,0.33501599,0.64116469,0.26214112
3,358,99238,0.00279330,0.90070336,0.32878312,0.65286565,0.26457763
4,358,99238,0.00279330,0.90079405,0.32384688,0.66033362,0.26812440
5,358,99238,0.00279330,0.90100566,0.32504044,0.65624542,0.26670100
6,358,99238,0.00279330,0.89854693,0.33110457,0.63943871,0.26331826
7,358,99238,0.00279330,0.89858723,0.32018291,0.66555700,0.26806413
8,358,99238,0.00279330,0.89914146,0.32560722,0.65794982,0.26565146
9,358,99238,0.00279330,0.89887946,0.32018960,0.67112614,0.26901982
10,358,99238,0.00279330,0.89928253,0.31901661,0.67177511,0.27053946
11,358,99238,0.00279330,0.89943368,0.32096198,0.66759051,0.26840201
12,358,99238,0.00279330,0.89466737,0.32556605,0.65082878,0.26087649
13,358,99238,0.00279330,0.89656180,0.32644168,0.65923156,0.26356900
14,358,99238,0.00279330,0.89451621,0.32365113,0.65903474,0.26273604
15,358,99238,0.00279330,0.89484875,0.31865386,0.66571206,0.26553436
16,358,99238,0.00000000,0.89540297,0.31770324,0.66789418,0.26738114
17,358,99238,0.00000000,0.89484875,0.31856942,0.66457055,0.26563631
18,358,99238,0.00279330,0.89028396,0.32283809,0.64458881,0.25871936
19,358,99238,0.00279330,0.89072734,0.31803767,0.65656297,0.26129498
20,358,99238,0.00279330,0.89249078,0.31788411,0.66208333,0.26247411
21,358,99238,0.00279330,0.89270239,0.31711224,0.65785459,0.26415762
22,358,99238,0.00279330,0.89099942,0.31755820,0.66114470,0.26279703
23,358,99238,0.00279330,0.89143272,0.31625390,0.66647792,0.26415103
24,358,99238,0.00279330,0.88839960,0.31969662,0.65723466,0.25898520
25,358,99238,0.00279330,0.88931659,0.31197424,0.67549933,0.26401674
26,358,99238,0.00000000,0.89040489,0.31892138,0.66359888,0.26199209
27,358,99238,0.00000000,0.88797638,0.31828539,0.67220828,0.26236468
28,358,99238,0.00279330,0.88703924,0.32049138,0.66066249,0.25801629
29,358,99238,0.00279330,0.88684778,0.31854298,0.66439285,0.25960798
30,358,99238,0.00000000,0.88439912,0.32357997,0.64993447,0.25364386
31,358,99238,0.00279330,0.88704932,0.32294984,0.65614567,0.25666830
32,358,99238,0.00000000,0.88424797,0.31982425,0.65542177,0.25672087
33,358,99238,0.00000000,0.88484250,0.32517559,0.64936296,0.25465280
34,358,99238,0.00000000,0.88510450,0.32256486,0.65057415,0.25577800
35,358,99238,0.00000000,0.88416736,0.32036111,0.65416749,0.25741590
36,358,99238,0.00279330,0.88126524,0.32972733,0.64264819,0.24785858
37,358,99238,0.00279330,0.88235353,0.32684459,0.64119321,0.24887520
38,358,99238,0.00279330,0.88082186,0.31855197,0.66180522,0.25385952
39,358,99238,0.00000000,0.88039864,0.32222159,0.64966670,0.25154432
40,358,99238,0.00279330,0.88039864,0.31858107,0.65796977,0.25241151
41,358,99238,0.00279330,0.88079163,0.31946033,0.65865747,0.25318269
42,358,99238,0.00279330,0.87906850,0.32096486,0.65260096,0.25101773
43,358,99238,0.00279330,0.88106371,0.33017394,0.62923922,0.24572426
44,358,99238,0.00279330,0.88214192,0.32246909,0.64555699,0.25185067
45,358,99238,0.00279330,0.87767791,0.32352042,0.64374533,0.24780001
46,358,99238,0.00279330,0.87824221,0.31936443,0.65249006,0.25171280
47,358,99238,0.00279330,0.87787944,0.32098597,0.64780880,0.24940875
48,358,99238,0.00279330,0.87623693,0.32422083,0.63365383,0.24467785
49,358,99238,0.00279330,0.87756706,0.32765843,0.63419491,0.23959180
50,358,99238,0.00279330,0.87678107,0.32009111,0.64632252,0.24628276
51,358,99238,0.00000000,0.87775852,0.32178247,0.64581217,0.24777434
52,358,99238,0.00000000,0.87801044,0.31836873,0.65650013,0.25060649
53,358,99238,0.00279330,0.87725468,0.31884901,0.65378665,0.24979866
54,358,99238,0.00279330,0.87279066,0.32464641,0.62922942,0.24262620
55,358,99238,0.00279330,0.87588424,0.32105349,0.64271301,0.24502441
56,358,99238,0.00279330,0.87460449,0.32415538,0.63797254,0.24198893
57,358,99238,0.00279330,0.87599508,0.32073808,0.64395852,0.24666086
58,358,99238,0.00279330,0.87562224,0.32004792,0.65147186,0.24720363
59,358,99238,0.00279330,0.87524940,0.32101964,0.64802123,0.24602842
60,358,99238,0.00279330,0.87591447,0.32165266,0.64092068,0.24487970
61,358,99238,0.00279330,0.87635785,0.33001306,0.62794915,0.24189737
62,358,99238,0.00279330,0.87515871,0.32970772,0.63262595,0.24022145
63,358,99238,0.00279330,0.87449364,0.32106241,0.65531001,0.24681368
64,358,99238,0.00279330,0.87391926,0.32486240,0.64306525,0.24330120
65,358,99238,0.00279330,0.87364719,0.32399842,0.64477816,0.24243510
66,358,99238,0.00279330,0.87071485,0.32832230,0.62514969,0.23755429
67,358,99238,0.00000000,0.87288136,0.32801690,0.62611529,0.23804866
68,358,99238,0.00279330,0.87222636,0.32063767,0.64718353,0.24227611
69,358,99238,0.00279330,0.87445333,0.32376777,0.64845091,0.24417618
70,358,99238,0.00279330,0.87294182,0.31943449,0.65279142,0.24565130
71,358,99238,0.00000000,0.87230698,0.32319120,0.64502954,0.24264659
